Date,Period,National Demand,Transmission Demand,Emb. Wind,Emb. Solar,Pump Storage,France Int.,BritNed Int.,Moyle Int.,East-West Int.
2013-01-01,1,15271.5,16385,481.5,0,563.5,738,496.5,-125.5,-125
2013-01-01,2,15555,16666.5,461,0,561.5,738,496.5,-125.5,-125
2013-01-01,3,15392,16501,461,0,559,738,496.5,-125.5,-125.5
2013-01-01,4,14834.5,15944,490.5,0,559.5,735,496.5,-125.5,-125
2013-01-01,5,14248.5,15357,490.5,0,556.5,738,496.5,-125.5,-125
2013-01-01,6,13934.5,15035.5,548,0,512,738,496.5,-125.5,-125
2013-01-01,7,13385.5,14356.5,548,0,418,738,256,-125.5,-125
2013-01-01,8,12832,13802,541.5,0,420,738,256.5,-125.5,-125
2013-01-01,9,12391.5,13395,541.5,0,456,738,95.5,-122.5,-125
2013-01-01,10,12164.5,13176,529.5,0,489,738,95.5,-102,-121.5
2013-01-01,11,12031.5,13065,529.5,0,552.5,737.5,186,-80.5,-101
2013-01-01,12,12003,13054,580.5,3.5,602.5,737.5,186,-75.5,-91
2013-01-01,13,12236,13303,580.5,4,654.5,737.5,147.5,-49.5,-63
2013-01-01,14,12307,13285,604,4,652,737.5,147.5,-49.5,-63
2013-01-01,15,12431.5,13025.5,604,4.5,476.5,493,135.5,-49.5,-63
2013-01-01,16,12339.5,12864,579,4.5,248.5,492.5,136,-49.5,-63
2013-01-01,17,12485.5,12975.5,579,4.5,249,493,312,-83,-98.5
2013-01-01,18,12908,13443,613.5,5,124,492.5,311.5,-100,-123
2013-01-01,19,13612.5,14145.5,613.5,29.5,9,737.5,413.5,-101,-123
2013-01-01,20,14252.5,14796.5,650.5,54.5,9,737.5,413.5,-112.5,-123
2013-01-01,21,14937,15486,650.5,84,7,737.5,291,-117,-125
2013-01-01,22,15493.5,16042.5,659.5,113.5,7,737.5,291.5,-117.5,-125
2013-01-01,23,16014,16569,659.5,133.5,5,737.5,405,-125,-125
2013-01-01,24,16377,16934,740.5,153,7,737.5,405,-125.5,-125
2013-01-01,25,16741.5,17297.5,740.5,158.5,7,737.5,496.5,-125.5,-125.5
2013-01-01,26,16911.5,17468.5,749,164.5,7,737.5,496.5,-125.5,-125
2013-01-01,27,16910.5,17467,749,146.5,6.5,737.5,447.5,-125.5,-125
2013-01-01,28,16942.5,17498.5,736,128.5,5.5,737.5,447,-125.5,-125
2013-01-01,29,17055.5,17612,736,106,5.5,738,422.5,-125.5,-125
2013-01-01,30,17082.5,17639.5,690.5,83.5,7,738,422.5,-125.5,-125
2013-01-01,31,17315.5,17874,690.5,54,8.5,737.5,423.5,-125.5,-125
2013-01-01,32,17802.5,18361.5,651,24.5,7,737.5,423.5,-125.5,-125
2013-01-01,33,19031.5,19591,651,12.5,5,737.5,443,-125.5,-125
2013-01-01,34,20247.5,20806.5,648.5,1,4.5,737.5,443.5,-125.5,-125.5
2013-01-01,35,20705.5,21264,648.5,0.5,8,737.5,496.5,-125.5,-125.5
2013-01-01,36,20717,21274.5,631.5,0.5,7,737.5,496.5,-125.5,-125.5
2013-01-01,37,20401.5,20959.5,631.5,0.5,7.5,737.5,496.5,-125.5,-125
2013-01-01,38,19941,20499,599,0.5,7.5,737.5,496.5,-125.5,-125
2013-01-01,39,19576,20133,599,0.5,5,737.5,496.5,-125.5,-125
2013-01-01,40,19047,19605,517.5,0.5,7,737.5,496.5,-125.5,-125
2013-01-01,41,18658.5,19215.5,517.5,0,6.5,737.5,496.5,-125.5,-125
2013-01-01,42,17970.5,18528.5,512.5,0,5.5,737.5,496.5,-125.5,-125.5
2013-01-01,43,17606,18158.5,512.5,0,0.5,737.5,496.5,-125.5,-125
2013-01-01,44,16834.5,17393.5,450.5,0,7,737.5,496.5,-125.5,-125
2013-01-01,45,16211.5,16773.5,450.5,0,10.5,738,324.5,-125.5,-125
2013-01-01,46,15621.5,16257,406,0,84.5,738,324.5,-125.5,-125
2013-01-01,47,14688.5,15709,406,0,469.5,737.5,496.5,-125.5,-125
2013-01-01,48,14201.5,15348,406,0,596.5,738,496.5,-125.5,-125
2013-01-02,1,14273,15402.5,406,0,580.5,738,496.5,-125.5,-124
2013-01-02,2,14446,15575,310,0,529,738,496.5,-125.5,-124
2013-01-02,3,14318.5,15465,310,0,597.5,738,496.5,-125.5,-124
2013-01-02,4,13966.5,15119,254.5,0,594.5,738,496.5,-125.5,-124
2013-01-02,5,13719,14936,254.5,0,668.5,738,496.5,-125.5,-124
2013-01-02,6,13688,14901,195,0,664,738,496.5,-125.5,-124
2013-01-02,7,13393.5,14597,195,0,654.5,738,400,-125.5,-124
2013-01-02,8,13098.5,14280.5,183,0,633,738,400,-125.5,-124
2013-01-02,9,12851,14058.5,183,0,658.5,738,236,-125.5,-124
2013-01-02,10,12830,14043,167,0,684.5,738,236,-112,-117.5
2013-01-02,11,13070.5,14148,167,0,606,738,156.5,-80.5,-91.5
2013-01-02,12,13530,14575,190.5,0,584.5,737.5,156.5,-74.5,-87
2013-01-02,13,14786.5,15364,190.5,0,164.5,738,164,-49.5,-63.5
2013-01-02,14,15895,16331,255.5,0,24,738,164,-49.5,-63.5
2013-01-02,15,17184.5,17972.5,255.5,0,8,737.5,-346,-49.5,-63
2013-01-02,16,18009,18802,285.5,0,7.5,737.5,-356.5,-54,-65
2013-01-02,17,18845,19480.5,285.5,1.5,6,738,-127.5,-94.5,-100.5
2013-01-02,18,19644,20308.5,340,3,6,738,-128,-102,-123.5
2013-01-02,19,20413,20962.5,340,10,6,737.5,232.5,-117,-125
2013-01-02,20,20895.5,21453,375.5,17.5,8,737.5,232,-125,-125
2013-01-02,21,21327,21884,375.5,25.5,8,738,322.5,-125.5,-125
2013-01-02,22,21616.5,22174,422.5,33.5,7,738,322.5,-125.5,-125
2013-01-02,23,21953.5,22510,422.5,37.5,7,738,473.5,-125.5,-125
2013-01-02,24,22160,22717,395.5,41.5,7,738,473.5,-125.5,-125
2013-01-02,25,22329,22886,395.5,42,7,738,484,-125.5,-125
2013-01-02,26,22347,22903,421.5,43,6,738,484,-125.5,-125
2013-01-02,27,22299,22857,421.5,39.5,5,738,497,-125.5,-125
2013-01-02,28,22254.5,22812.5,494.5,36.5,7,738,497,-125.5,-125
2013-01-02,29,22261.5,22819,494.5,32.5,6,738,436,-125.5,-125
2013-01-02,30,22151,22709.5,527,28.5,8,738,436.5,-125.5,-125
2013-01-02,31,22191.5,22750.5,527,20,7.5,738,307,-125.5,-125
2013-01-02,32,22542.5,23098.5,517.5,12,5.5,738,307.5,-125.5,-120.5
2013-01-02,33,23400.5,23957.5,517.5,6.5,6,738,497,-125.5,-125
2013-01-02,34,24397.5,24955,541.5,0.5,5,738,497,-125.5,-125.5
2013-01-02,35,24728.5,25283.5,541.5,0.5,5,738,497,-125.5,-125.5
2013-01-02,36,24598,25152,565.5,0,3.5,738,497,-125.5,-125
2013-01-02,37,24171.5,24727.5,565.5,0,3.5,738,497,-125.5,-125.5
2013-01-02,38,23697.5,24256.5,611.5,0,7,738,497,-125.5,-125
2013-01-02,39,22916.5,23475.5,611.5,0,7.5,738,497,-125.5,-125
2013-01-02,40,22129,22686.5,600,0,6,738,497,-125.5,-125.5
2013-01-02,41,21504.5,22061,600,0,6,738,497,-125.5,-125
2013-01-02,42,20669,21226,567.5,0,5.5,738,497,-125.5,-125
2013-01-02,43,19897.5,20457,567.5,0,7,738,437.5,-125.5,-125.5
2013-01-02,44,18870,19428,601.5,0,8.5,738,437,-125.5,-125
2013-01-02,45,18067,18625.5,601.5,0,5.5,738,344,-125.5,-125.5
2013-01-02,46,17251,17813.5,635.5,0,12.5,738,344,-125.5,-125.5
2013-01-02,47,16124.5,16971,635.5,0,295,738,462.5,-125.5,-125
2013-01-02,48,15394,16588.5,635.5,0,645,738,462,-125.5,-125.5
2013-01-03,1,15366,16561.5,635.5,0,646,738,496.5,-125.5,-125.5
2013-01-03,2,15351.5,16544.5,708.5,0,643,738,496.5,-125.5,-125.5
2013-01-03,3,15179.5,16369,708.5,0,640,738,496.5,-125.5,-125.5
2013-01-03,4,14736,15930,698,0,644.5,738,496.5,-125.5,-125.5
2013-01-03,5,14393,15722.5,698,0,780,738,496.5,-125.5,-125
2013-01-03,6,14305.5,15640.5,696.5,0,785.5,738,496.5,-125.5,-125.5
2013-01-03,7,13975.5,15183.5,696.5,0,671.5,738,399.5,-125.5,-125
2013-01-03,8,13559.5,14839,680,0,730.5,738,399.5,-125.5,-125
2013-01-03,9,13272,14604,680,0,782.5,738,237,-125.5,-125
2013-01-03,10,13226,14532.5,641,0,777.5,738,237,-112,-118.5
2013-01-03,11,13445.5,14688,641,0,770.5,669.5,336.5,-80,-92.5
2013-01-03,12,13897,15059.5,632.5,3,701.5,669.5,336.5,-59.5,-87.5
2013-01-03,13,15200,16195,632.5,3,610,492,297,-24.5,-64
2013-01-03,14,16314.5,17078.5,601.5,3.5,406,491,297,-26,-63.5
2013-01-03,15,17653.5,18073,601.5,3.5,7,234.5,407.5,-49.5,-63
2013-01-03,16,18527.5,18947,571,3.5,7,234.5,407.5,-49.5,-63
2013-01-03,17,19341.5,19833,571,4,6,389,204,-86,-99
2013-01-03,18,19928,20472.5,595.5,4,6.5,389,204.5,-112.5,-125
2013-01-03,19,20533,21075,595.5,16,4.5,438,495.5,-112.5,-125
2013-01-03,20,20836.5,21380.5,540,27.5,7,438.5,495.5,-112.5,-125
2013-01-03,21,21055.5,21611,540,39,7,492.5,293,-124,-125
2013-01-03,22,21209.5,21766.5,483.5,50,7.5,492.5,293,-125,-125
2013-01-03,23,21444.5,22001.5,483.5,59,7,492,307.5,-125,-125
2013-01-03,24,21621.5,22177.5,427,68,5,492,307.5,-125,-125
2013-01-03,25,21782.5,22338.5,427,72.5,4.5,492,299,-125,-125
2013-01-03,26,21775.5,22332,368.5,77,6,492,299,-125,-125
2013-01-03,27,21732.5,22291,368.5,70.5,8,492,340,-125,-125
2013-01-03,28,21731,22289,315,64,8,492,340,-125,-125
2013-01-03,29,21818,22375,315,55,7,492.5,262,-125,-125
2013-01-03,30,21797,22355,297,46.5,6,492,261.5,-125,-125
2013-01-03,31,21921,22475,297,32.5,3,479.5,63.5,-125,-125
2013-01-03,32,22297,22854.5,301.5,18.5,6,479.5,63.5,-125,-125
2013-01-03,33,23351.5,23910.5,301.5,9.5,9,492.5,261.5,-125,-125
2013-01-03,34,24515.5,25071,325.5,0.5,5.5,492,261,-125,-125.5
2013-01-03,35,24862,25419.5,325.5,0.5,6,492,496.5,-125,-125.5
2013-01-03,36,24692,25250.5,391.5,0.5,8.5,492,496.5,-125,-125.5
2013-01-03,37,24337.5,24897,391.5,0.5,7.5,492.5,382,-125,-125
2013-01-03,38,23846,24405.5,463.5,0.5,8.5,492,382.5,-125,-125
2013-01-03,39,23083.5,23640.5,463.5,0.5,7,492,308,-125,-125
2013-01-03,40,22228.5,22784.5,503.5,0,6,492,308,-125,-125.5
2013-01-03,41,21519.5,22077,503.5,0,6,492.5,391,-125,-125
2013-01-03,42,20768,21325,474.5,0,6,492,391.5,-125,-125
2013-01-03,43,19960,20517,474.5,0,6,492.5,496.5,-125,-125
2013-01-03,44,18862.5,19421,494.5,0,8,492.5,496.5,-125,-125
2013-01-03,45,18050.5,18606,494.5,0,5,492,301.5,-125,-125
2013-01-03,46,17199.5,17763,408.5,0,9.5,492.5,301.5,-125,-125
2013-01-03,47,16192.5,17138.5,408.5,0,393.5,492,240,-125,-125
2013-01-03,48,15546,16669,408.5,0,549,492.5,240,-125,-125.5
2013-01-04,1,15442.5,16564,408.5,0,571.5,493,240,-125,-125.5
2013-01-04,2,15459.5,16576,512,0,566.5,492,240,-125,-125
2013-01-04,3,15218.5,16406.5,512,0,596.5,492,359,-125,-125.5
2013-01-04,4,14739.5,15922,504.5,0,633,492,359,-125,-125
2013-01-04,5,14413.5,15622.5,504.5,0,659,492.5,496.5,-125,-125.5
2013-01-04,6,14281.5,15501,507.5,0,670,492,496.5,-125,-125
2013-01-04,7,13943,15158,507.5,0,665.5,492,440.5,-125,-125.5
2013-01-04,8,13575,14780.5,442,0,656,492,440.5,-125,-125
2013-01-04,9,13323,14530.5,442,0,658,492,497,-124.5,-125
2013-01-04,10,13317,14558.5,487.5,0,714.5,492,497,-109.5,-118.5
2013-01-04,11,13505.5,14689,487.5,0,711.5,492,323,-80,-92.5
2013-01-04,12,13997,15123,517,2.5,682.5,492.5,323,-59.5,-87
2013-01-04,13,15284.5,16086,517,2.5,371,491.5,262.5,-49.5,-63.5
2013-01-04,14,16449,16872,477.5,3,10,491.5,262,-49.5,-63.5
2013-01-04,15,17781,18211,477.5,3,3,491.5,152.5,-61,-63.5
2013-01-04,16,18745.5,19178,405.5,3,6.5,491.5,152.5,-62,-63.5
2013-01-04,17,19665,20167,405.5,3,7,492,78,-95.5,-99
2013-01-04,18,20250.5,20795.5,370.5,3.5,8.5,492,78,-112.5,-123
2013-01-04,19,20851,21396,370.5,16,6.5,492,77.5,-112.5,-123.5
2013-01-04,20,21098,21642.5,410.5,28.5,7,492.5,77.5,-112.5,-123.5
2013-01-04,21,21284,21843,410.5,46,9,491.5,66.5,-124,-125
2013-01-04,22,21405,21965,388.5,64,9.5,491.5,66.5,-125.5,-125
2013-01-04,23,21447.5,22006.5,388.5,81.5,10,492,76,-125.5,-125
2013-01-04,24,21535,22095,330,98.5,10,492,76,-125.5,-125
2013-01-04,25,21586,22145.5,330,100,9.5,492.5,332,-125.5,-125
2013-01-04,26,21501,22060.5,372,101.5,9,492,331.5,-125.5,-125
2013-01-04,27,21353.5,21912.5,372,91,9,492,430.5,-125.5,-125
2013-01-04,28,21326.5,21886,315.5,80.5,9.5,492,430.5,-125.5,-125
2013-01-04,29,21283.5,21842.5,315.5,65.5,9,492,215,-125.5,-120.5
2013-01-04,30,21190,21749.5,273,50.5,9.5,492,215,-125.5,-125
2013-01-04,31,21222.5,21783,273,33.5,10.5,492,108,-125.5,-125
2013-01-04,32,21549.5,22111,252.5,16,11.5,491.5,108,-125.5,-125
2013-01-04,33,22563,23121,252.5,8.5,5,492,355,-125.5,-125
2013-01-04,34,23713.5,24269,255,0.5,4.5,492,355,-125.5,-125.5
2013-01-04,35,24090,24647,255,0.5,5.5,492,497,-125.5,-120.5
2013-01-04,36,23925,24483,230,0.5,7,492,497,-125.5,-125
2013-01-04,37,23678,24233,230,0.5,5.5,492.5,497,-125.5,-125.5
2013-01-04,38,23199.5,23759.5,259,0.5,6.5,492,497,-125.5,-125
2013-01-04,39,22425.5,22989,259,0.5,12.5,492.5,497,-125.5,-125
2013-01-04,40,21629,22192,292.5,0,10,492,497,-125.5,-125.5
2013-01-04,41,20941.5,21505.5,292.5,0,10.5,492,496.5,-125.5,-125
2013-01-04,42,20059,20622.5,269.5,0,9,492,496.5,-125.5,-125
2013-01-04,43,19318,19877.5,269.5,0,4.5,492.5,497,-125.5,-125.5
2013-01-04,44,18588,19148,297.5,0,6,492.5,497,-125.5,-125.5
2013-01-04,45,17690.5,18253,297.5,0,8,492.5,496.5,-125.5,-125.5
2013-01-04,46,17055.5,17617.5,307.5,0,11,492,496.5,-124.5,-125
2013-01-04,47,16120,16895.5,307.5,0,240,491.5,496.5,-112.5,-124
2013-01-04,48,15552.5,16384.5,307.5,0,296.5,491.5,496.5,-112.5,-124
2013-01-05,1,15419,16350,307.5,0,395.5,490.5,496.5,-112.5,-124
2013-01-05,2,15381,16412.5,260.5,0,496,492,496.5,-112.5,-124
2013-01-05,3,15089,16254,260.5,0,702.5,492,496.5,-104,-124
2013-01-05,4,14576,15819,281.5,0,707.5,491.5,496.5,-77.5,-124
2013-01-05,5,14226,15503.5,281.5,0,741.5,492,496.5,-77,-121
2013-01-05,6,14065,15392.5,247,0,838,491.5,496.5,-77,-65.5
2013-01-05,7,13677.5,15042,247,0,917.5,492,392.5,-77,-27.5
2013-01-05,8,13245.5,14737.5,228.5,0,1006.5,491.5,393,-77,-27
2013-01-05,9,13032,14515.5,228.5,0,1004,492,494,-77.5,-27
2013-01-05,10,12932,14445.5,230,0,1008,491.5,494,-76.5,-22.5
2013-01-05,11,12955.5,14306,230,0,898.5,491.5,269,-67,0
2013-01-05,12,13096.5,14438,216,0,890.5,491.5,269.5,-66,0
2013-01-05,13,13661,14969,216,0,863,491.5,468,-54.5,0
2013-01-05,14,14109.5,15110.5,224.5,0,559,492,470,-50.5,0
2013-01-05,15,14774.5,15230.5,224.5,0,34.5,492,158.5,-30,0
2013-01-05,16,15165,15618.5,309.5,0,8,492,159,-30,0
2013-01-05,17,15874,16382.5,309.5,1.5,6.5,492,51,-54,-20.5
2013-01-05,18,16701.5,17230,295,3,6,489.5,50,-71,-85
2013-01-05,19,17533,18063,295,14,6,491.5,-0.5,-100,-123.5
2013-01-05,20,18045,18574.5,257,25.5,3,492,-0.5,-100,-124
2013-01-05,21,18453.5,18982.5,257,45,6,491.5,147,-100,-123.5
2013-01-05,22,18686,19214.5,304.5,64.5,6,491.5,147,-100,-124
2013-01-05,23,18836,19379,304.5,77,2,492,322,-113,-125
2013-01-05,24,18961,19505,294,89,4,492,321.5,-113.5,-125
2013-01-05,25,18974,19532.5,294,88.5,8,492,400,-125.5,-125
2013-01-05,26,18917.5,19476.5,362.5,88,9,492,399.5,-125.5,-125
2013-01-05,27,18733,19292,362.5,81,9,492,470,-125.5,-125
2013-01-05,28,18613,19171,402.5,74.5,8,492,470,-125.5,-125.5
2013-01-05,29,18551.5,19109.5,402.5,61.5,8,492,482,-125.5,-125
2013-01-05,30,18471.5,19030,372,49,8,492,478.5,-125.5,-125
2013-01-05,31,18597.5,19155.5,372,34,8,491.5,188.5,-125.5,-125
2013-01-05,32,18973.5,19532,374,19,8.5,491.5,189,-125.5,-125
2013-01-05,33,20059.5,20618.5,374,10,9,492,305,-125.5,-125
2013-01-05,34,21334,21892.5,399.5,1,8,492,305,-125.5,-125.5
2013-01-05,35,21974.5,22532,399.5,1,7.5,492,496.5,-125.5,-125.5
2013-01-05,36,22016.5,22575,429.5,0.5,6.5,492.5,496.5,-125.5,-125.5
2013-01-05,37,21767.5,22325,429.5,0.5,4.5,492,496.5,-125.5,-125
2013-01-05,38,21164.5,21723.5,404.5,0.5,9,492,496.5,-125.5,-125.5
2013-01-05,39,20646,21203,404.5,0.5,7,492,447,-125.5,-125.5
2013-01-05,40,19919.5,20476.5,367,0.5,7,491.5,447,-125.5,-125
2013-01-05,41,19344.5,19903.5,367,0,6,492,496.5,-125.5,-125.5
2013-01-05,42,18669.5,19228.5,371,0,7.5,492,496.5,-125.5,-125.5
2013-01-05,43,18057,18617.5,371,0,8,492,496.5,-125.5,-125.5
2013-01-05,44,17330.5,17887.5,354.5,0,6.5,492,496.5,-125.5,-125
2013-01-05,45,16738,17295,354.5,0,3,492,496.5,-125.5,-125
2013-01-05,46,16329.5,16885.5,293,0,5.5,491.5,496.5,-124.5,-125.5
2013-01-05,47,15537,16416,293,0,340,492.5,496.5,-112.5,-125
2013-01-05,48,15078.5,16022,293,0,433,492,496.5,-112.5,-125
2013-01-06,1,15094,16106,293,0,470.5,492,496.5,-112.5,-125.5
2013-01-06,2,15019,16033.5,141.5,0,402.5,492,496.5,-112.5,-125.5
2013-01-06,3,14736.5,15781.5,141.5,0,566.5,492.5,496.5,-112.5,-125.5
2013-01-06,4,14230,15275,129.5,0,561.5,492.5,496.5,-112,-125.5
2013-01-06,5,13844.5,14941,129.5,0,561.5,492.5,492,-112.5,-125.5
2013-01-06,6,13659,14832.5,110,0,636.5,492.5,492,-112.5,-125.5
2013-01-06,7,13288,14587.5,110,0,751.5,492,497,-124,-125.5
2013-01-06,8,12863,14168,105,0,755.5,492,497,-125,-125.5
2013-01-06,9,12628,13946,105,0,782,492,465.5,-113.5,-123.5
2013-01-06,10,12503,13828.5,87,0,811,492,465.5,-99,-116.5
2013-01-06,11,12501.5,13765,87,0,806,492,477,-67,-91
2013-01-06,12,12596,13855.5,66.5,1,759.5,492,477,-65,-91
2013-01-06,13,13001,14191.5,66.5,2,660.5,492.5,439.5,-54.5,-91
2013-01-06,14,13212.5,14207,93,2.5,531,492,440,-54.5,-89.5
2013-01-06,15,13527.5,14172.5,93,3,199,492.5,496.5,-52.5,-75
2013-01-06,16,13761,14315,117.5,3.5,108,492,496.5,-37.5,-66
2013-01-06,17,14287.5,14795.5,117.5,4,5.5,492,396.5,-60,-37.5
2013-01-06,18,15009,15536,147,4.5,4.5,492.5,396.5,-73.5,-37.5
2013-01-06,19,16004,16532,147,16.5,3.5,492.5,337.5,-100,-46.5
2013-01-06,20,16844.5,17371,188.5,28.5,2,492,337.5,-100,-90.5
2013-01-06,21,17632,18159.5,188.5,41,2.5,492,271.5,-100,-123.5
2013-01-06,22,18222.5,18755,209.5,53.5,3.5,492,272,-100,-123.5
2013-01-06,23,18733,19275.5,209.5,67.5,5,492,224.5,-112,-125
2013-01-06,24,19105,19651.5,224,81.5,7,492,225,-112.5,-125.5
2013-01-06,25,19460,20015,224,79.5,6,492,322.5,-124,-125
2013-01-06,26,19586,20143,250,77.5,6,492.5,323,-125.5,-125
2013-01-06,27,19543,20100.5,250,69,5.5,492,440.5,-125.5,-125
2013-01-06,28,19432.5,19993,265.5,60.5,9.5,492,440,-125.5,-125.5
2013-01-06,29,19437.5,19996,265.5,51,7.5,492,497,-125.5,-125
2013-01-06,30,19381.5,19936,270.5,41.5,3.5,492.5,497,-125.5,-125
2013-01-06,31,19574.5,20130.5,270.5,27,6,492,301.5,-125.5,-125.5
2013-01-06,32,20064,20620.5,295,13,3.5,492,301.5,-125.5,-125
2013-01-06,33,21182.5,21747,295,7,4.5,492,412.5,-125.5,-125.5
2013-01-06,34,22230.5,22788,275.5,1,3.5,492,412.5,-125.5,-125.5
2013-01-06,35,22610.5,23166.5,275.5,0.5,5,492.5,496.5,-125.5,-125
2013-01-06,36,22414,22974,263.5,0.5,6.5,492.5,496.5,-125.5,-125.5
2013-01-06,37,21970,22527.5,263.5,0.5,7.5,492,398,-125.5,-125.5
2013-01-06,38,21393,21947.5,264.5,0.5,3,492,398,-125.5,-125.5
2013-01-06,39,20814.5,21371,264.5,0.5,5,492,285,-125.5,-125
2013-01-06,40,20204.5,20762,263.5,0.5,5,492,285,-125.5,-125
2013-01-06,41,19839.5,20397.5,263.5,0,4,492.5,496.5,-125.5,-125.5
2013-01-06,42,19154.5,19714,246,0,7,492,496.5,-125.5,-125.5
2013-01-06,43,18447,19004,246,0,4,492.5,496.5,-125.5,-125.5
2013-01-06,44,17485.5,18043.5,232,0,8,492.5,496.5,-125.5,-125.5
2013-01-06,45,16737.5,17296,232,0,8.5,492.5,497,-125.5,-125.5
2013-01-06,46,16023.5,16584.5,261,0,11,492,497,-125.5,-125
2013-01-06,47,15026.5,15932.5,261,0,332.5,492,461,-125.5,-125.5
2013-01-06,48,14438,15615.5,261,0,627,492,461,-125.5,-125.5
2013-01-07,1,14479.5,15591,261,0,580,492,497,-125.5,-125.5
2013-01-07,2,14605.5,15710.5,236,0,611.5,492.5,497,-125.5,-125.5
2013-01-07,3,14510,15775.5,236,0,674,493,497,-125.5,-125
2013-01-07,4,14149,15413,249.5,0,743.5,491.5,497,-121,-125.5
2013-01-07,5,13878,15113.5,249.5,0,741,492,497,-97.5,-91.5
2013-01-07,6,13816.5,15007.5,209,0,679.5,492,497,-89,-53
2013-01-07,7,13537,14737.5,209,0,730.5,493,373,-79.5,-49
2013-01-07,8,13228.5,14440.5,207,0,740,493.5,373,-80,-27.5
2013-01-07,9,13062.5,14295.5,207,0,761,494,240,-79.5,-27.5
2013-01-07,10,13077,14309.5,215.5,0,715.5,493,239.5,-80,-27
2013-01-07,11,13415,14505,215.5,0,600,265.5,51,-79.5,-27.5
2013-01-07,12,14072,15161,208,2,586,266.5,51,-45,-35.5
2013-01-07,13,15768,16416,208,2,126,388,50.5,-8,-63.5
2013-01-07,14,17468,17849,232,2,8,389,51,-2.5,-63.5
2013-01-07,15,19451,19872,232,2,7,491,134,-49,-63.5
2013-01-07,16,20593.5,21048.5,242,2.5,7.5,492,134,-83,-63.5
2013-01-07,17,21287,21796,242,2.5,10,493,174.5,-100,-99
2013-01-07,18,21476,22008,276.5,2.5,8.5,493.5,174.5,-101,-123
2013-01-07,19,21939.5,22496,276.5,10.5,8,492,214,-123.5,-125
2013-01-07,20,22125.5,22683,279.5,18,8,491,214,-125,-125
2013-01-07,21,22200.5,22757.5,279.5,29,8,490.5,215,-125,-125
2013-01-07,22,22346.5,22904.5,301,40,8,490,215,-125,-125
2013-01-07,23,22460,23017.5,301,47.5,8,490.5,285,-125,-125
2013-01-07,24,22580,23136,315.5,55,6,491.5,284.5,-125,-125
2013-01-07,25,22630.5,23186,315.5,56,6,492,276.5,-125,-125
2013-01-07,26,22603,23159,309,57.5,5.5,492,277,-125,-125
2013-01-07,27,22562.5,23118,309,54.5,6,487,266,-125,-125
2013-01-07,28,22521,23077,326.5,52,6,486.5,265.5,-125,-125
2013-01-07,29,22598.5,23153.5,326.5,42,5,492,133,-125,-125
2013-01-07,30,22426,22981.5,342,31.5,6,492,133,-125,-125
2013-01-07,31,22485,23240,342,23,6,200.5,-192.5,-125,-125
2013-01-07,32,22976.5,23732.5,312,14.5,6.5,201,-192,-125,-125
2013-01-07,33,24097.5,24654,312,8,5,492.5,346.5,-125,-125
2013-01-07,34,25217.5,25782,292,1,14,492.5,364,-125,-125
2013-01-07,35,25499.5,26060,292,1,10.5,492,496.5,-125,-125
2013-01-07,36,25313.5,25875.5,287,1,10.5,492,496.5,-125,-125
2013-01-07,37,24883,25444,287,0.5,11,492.5,496.5,-125,-125
2013-01-07,38,24372.5,24932,268,0.5,9,492,496.5,-125,-125
2013-01-07,39,23727,24284,268,0.5,7,492,454,-125,-125
2013-01-07,40,22913.5,23467,279.5,0.5,2.5,492,454.5,-125,-125
2013-01-07,41,22153,22710,279.5,0,5.5,492,496.5,-125,-125
2013-01-07,42,21324,21881.5,301,0,7.5,492,496.5,-125,-125
2013-01-07,43,20391,20950,301,0,7,492,496.5,-125,-125
2013-01-07,44,19268.5,19825.5,314.5,0,6,492.5,496.5,-125,-125
2013-01-07,45,18217,18774,314.5,0,7,492,430,-125,-125
2013-01-07,46,17194.5,17759.5,362.5,0,14,492,430.5,-125,-125
2013-01-07,47,16066,17086,362.5,0,470,454.5,177.5,-125,-125
2013-01-07,48,15409,16520.5,362.5,0,561.5,443,178,-125,-125
2013-01-08,1,15372,16537.5,362.5,0,615.5,305,228.5,-125,-125
2013-01-08,2,15416.5,16581,311,0,614.5,305.5,228.5,-125,-125.5
2013-01-08,3,15263,16463.5,311,0,650.5,492,240,-125,-125.5
2013-01-08,4,14902,16108,335,0,656,492.5,240.5,-125,-91
2013-01-08,5,14583.5,15801.5,335,0,667.5,492.5,488,-125,-53
2013-01-08,6,14518.5,15735,324,0,666.5,492.5,481.5,-125,-48.5
2013-01-08,7,14237,15530,324,0,743,492,184.5,-125,-27.5
2013-01-08,8,13908.5,15197,329,0,738.5,478.5,185,-125,-27.5
2013-01-08,9,13682,14984,329,0,752,286,147,-125,-27.5
2013-01-08,10,13678.5,14966,343,0,758,287.5,147,-111.5,-27.5
2013-01-08,11,14048,15742.5,343,0,542,-451.5,-157.5,-80,-27
2013-01-08,12,14694,15956,343,0,167.5,-496.5,-157,-46.5,-35.5
2013-01-08,13,16212,17362.5,343,0,85,-365.5,-325,40,-63.5
2013-01-08,14,17893,18967.5,353.5,0,9.5,-365.5,-324.5,15.5,-63.5
2013-01-08,15,19947.5,20722,353.5,1,7.5,-308.5,-52.5,-49.5,-65
2013-01-08,16,21117,21923,353.5,2.5,6.5,-308.5,-52,-83.5,-63.5
2013-01-08,17,21570,22161.5,353.5,3.5,9,-65,349.5,-116.5,-100
