Date,Period,Day-Ahead Price
2014-08-23,38,44.35
2014-08-23,39,44.35
2014-08-23,40,54.99
2014-08-23,41,54.99
2014-08-23,42,49.94
2014-08-23,43,49.94
2014-08-23,44,37.87
2014-08-23,45,37.87
2014-08-23,46,39
2014-08-23,47,39
2014-08-24,0,32.52
2014-08-24,1,32.52
2014-08-24,2,31.55
2014-08-24,3,31.55
2014-08-24,4,31.08
2014-08-24,5,31.08
2014-08-24,6,30.52
2014-08-24,7,30.52
2014-08-24,8,30.5
2014-08-24,9,30.5
2014-08-24,10,30.51
2014-08-24,11,30.51
2014-08-24,12,30.53
2014-08-24,13,30.53
2014-08-24,14,28
2014-08-24,15,28
2014-08-24,16,31.77
2014-08-24,17,31.77
2014-08-24,18,34.26
2014-08-24,19,34.26
2014-08-24,20,37.01
2014-08-24,21,37.01
2014-08-24,22,50.1
2014-08-24,23,50.1
2014-08-24,24,51.62
2014-08-24,25,51.62
2014-08-24,26,37
2014-08-24,27,37
2014-08-24,28,33.22
2014-08-24,29,33.22
2014-08-24,30,31.79
2014-08-24,31,31.79
2014-08-24,32,36
2014-08-24,33,36
2014-08-24,34,49.91
2014-08-24,35,49.91
2014-08-24,36,49.93
2014-08-24,37,49.93
2014-08-24,38,49.25
2014-08-24,39,49.25
2014-08-24,40,60.02
2014-08-24,41,60.02
2014-08-24,42,50.19
2014-08-24,43,50.19
2014-08-24,44,36.5
2014-08-24,45,36.5
2014-08-24,46,39
2014-08-24,47,39
2014-08-25,0,32.91
2014-08-25,1,32.91
2014-08-25,2,33
2014-08-25,3,33
2014-08-25,4,31.49
2014-08-25,5,31.49
2014-08-25,6,29.46
2014-08-25,7,29.46
2014-08-25,8,25.39
2014-08-25,9,25.39
2014-08-25,10,29.41
2014-08-25,11,29.41
2014-08-25,12,32.58
2014-08-25,13,32.58
2014-08-25,14,31.65
2014-08-25,15,31.65
2014-08-25,16,33.54
2014-08-25,17,33.54
2014-08-25,18,38.35
2014-08-25,19,38.35
2014-08-25,20,46.54
2014-08-25,21,46.54
2014-08-25,22,49.98
2014-08-25,23,49.98
2014-08-25,24,49.91
2014-08-25,25,49.91
2014-08-25,26,37.97
2014-08-25,27,37.97
2014-08-25,28,33.76
2014-08-25,29,33.76
2014-08-25,30,33.58
2014-08-25,31,33.58
2014-08-25,32,35.98
2014-08-25,33,35.98
2014-08-25,34,45.17
2014-08-25,35,45.17
2014-08-25,36,40.89
2014-08-25,37,40.89
2014-08-25,38,38.77
2014-08-25,39,38.77
2014-08-25,40,41.97
2014-08-25,41,41.97
2014-08-25,42,33.99
2014-08-25,43,33.99
2014-08-25,44,30.5
2014-08-25,45,30.5
2014-08-25,46,32.71
2014-08-25,47,32.71
2014-08-26,0,31.95
2014-08-26,1,31.95
2014-08-26,2,31.91
2014-08-26,3,31.91
2014-08-26,4,31.49
2014-08-26,5,31.49
2014-08-26,6,30
2014-08-26,7,30
2014-08-26,8,30.52
2014-08-26,9,30.52
2014-08-26,10,31.91
2014-08-26,11,31.91
2014-08-26,12,35.5
2014-08-26,13,35.5
2014-08-26,14,37.73
2014-08-26,15,37.73
2014-08-26,16,40.43
2014-08-26,17,40.43
2014-08-26,18,41.68
2014-08-26,19,41.68
2014-08-26,20,44
2014-08-26,21,44
2014-08-26,22,40.19
2014-08-26,23,40.19
2014-08-26,24,39.34
2014-08-26,25,39.34
2014-08-26,26,36.18
2014-08-26,27,36.18
2014-08-26,28,35
2014-08-26,29,35
2014-08-26,30,36
2014-08-26,31,36
2014-08-26,32,45.08
2014-08-26,33,45.08
2014-08-26,34,58.71
2014-08-26,35,58.71
2014-08-26,36,50.01
2014-08-26,37,50.01
2014-08-26,38,42
2014-08-26,39,42
2014-08-26,40,50
2014-08-26,41,50
2014-08-26,42,49.98
2014-08-26,43,49.98
2014-08-26,44,32.33
2014-08-26,45,32.33
2014-08-26,46,34.49
2014-08-26,47,34.49
2014-08-27,0,32.82
2014-08-27,1,32.82
2014-08-27,2,31.71
2014-08-27,3,31.71
2014-08-27,4,31.36
2014-08-27,5,31.36
2014-08-27,6,31.34
2014-08-27,7,31.34
2014-08-27,8,30.97
2014-08-27,9,30.97
2014-08-27,10,32.83
2014-08-27,11,32.83
2014-08-27,12,40.06
2014-08-27,13,40.06
2014-08-27,14,36.96
2014-08-27,15,36.96
2014-08-27,16,44.91
2014-08-27,17,44.91
2014-08-27,18,51.92
2014-08-27,19,51.92
2014-08-27,20,50.67
2014-08-27,21,50.67
2014-08-27,22,48.43
2014-08-27,23,48.43
2014-08-27,24,44.73
2014-08-27,25,44.73
2014-08-27,26,40.02
2014-08-27,27,40.02
2014-08-27,28,35.52
2014-08-27,29,35.52
2014-08-27,30,34.58
2014-08-27,31,34.58
2014-08-27,32,41.83
2014-08-27,33,41.83
2014-08-27,34,48.35
2014-08-27,35,48.35
2014-08-27,36,35.94
2014-08-27,37,35.94
2014-08-27,38,36.85
2014-08-27,39,36.85
2014-08-27,40,42.97
2014-08-27,41,42.97
2014-08-27,42,37.58
2014-08-27,43,37.58
2014-08-27,44,32.82
2014-08-27,45,32.82
2014-08-27,46,33.93
2014-08-27,47,33.93
2014-08-28,0,31.6
2014-08-28,1,31.6
2014-08-28,2,30.46
2014-08-28,3,30.46
2014-08-28,4,27.13
2014-08-28,5,27.13
2014-08-28,6,27.13
2014-08-28,7,27.13
2014-08-28,8,27.5
2014-08-28,9,27.5
2014-08-28,10,30.9
2014-08-28,11,30.9
2014-08-28,12,38.01
2014-08-28,13,38.01
2014-08-28,14,35.14
2014-08-28,15,35.14
2014-08-28,16,40.55
2014-08-28,17,40.55
2014-08-28,18,45.4
2014-08-28,19,45.4
2014-08-28,20,45.22
2014-08-28,21,45.22
2014-08-28,22,44.45
2014-08-28,23,44.45
2014-08-28,24,46.11
2014-08-28,25,46.11
2014-08-28,26,41.69
2014-08-28,27,41.69
2014-08-28,28,38.02
2014-08-28,29,38.02
2014-08-28,30,38.41
2014-08-28,31,38.41
2014-08-28,32,46.84
2014-08-28,33,46.84
2014-08-28,34,46.83
2014-08-28,35,46.83
2014-08-28,36,35
2014-08-28,37,35
2014-08-28,38,40.71
2014-08-28,39,40.71
2014-08-28,40,46.69
2014-08-28,41,46.69
2014-08-28,42,40.55
2014-08-28,43,40.55
2014-08-28,44,36.57
2014-08-28,45,36.57
2014-08-28,46,40.69
2014-08-28,47,40.69
2014-08-29,0,34.99
2014-08-29,1,34.99
2014-08-29,2,32.96
2014-08-29,3,32.96
2014-08-29,4,32.1
2014-08-29,5,32.1
2014-08-29,6,30.22
2014-08-29,7,30.22
2014-08-29,8,30.21
2014-08-29,9,30.21
2014-08-29,10,31.79
2014-08-29,11,31.79
2014-08-29,12,36.51
2014-08-29,13,36.51
2014-08-29,14,36.91
2014-08-29,15,36.91
2014-08-29,16,42.03
2014-08-29,17,42.03
2014-08-29,18,51.65
2014-08-29,19,51.65
2014-08-29,20,50.05
2014-08-29,21,50.05
2014-08-29,22,48.31
2014-08-29,23,48.31
2014-08-29,24,43.12
2014-08-29,25,43.12
2014-08-29,26,34.5
2014-08-29,27,34.5
2014-08-29,28,33.64
2014-08-29,29,33.64
2014-08-29,30,34.21
2014-08-29,31,34.21
2014-08-29,32,40.06
2014-08-29,33,40.06
2014-08-29,34,47.6
2014-08-29,35,47.6
2014-08-29,36,35.07
2014-08-29,37,35.07
2014-08-29,38,38.08
2014-08-29,39,38.08
2014-08-29,40,45.03
2014-08-29,41,45.03
2014-08-29,42,41.04
2014-08-29,43,41.04
2014-08-29,44,34.43
2014-08-29,45,34.43
2014-08-29,46,44.94
2014-08-29,47,44.94
2014-08-30,0,33.49
2014-08-30,1,33.49
2014-08-30,2,32.72
2014-08-30,3,32.72
2014-08-30,4,30.7
2014-08-30,5,30.7
2014-08-30,6,29.33
2014-08-30,7,29.33
2014-08-30,8,26.76
2014-08-30,9,26.76
2014-08-30,10,31.62
2014-08-30,11,31.62
2014-08-30,12,33
2014-08-30,13,33
2014-08-30,14,34.21
2014-08-30,15,34.21
2014-08-30,16,36.81
2014-08-30,17,36.81
2014-08-30,18,44.4
2014-08-30,19,44.4
2014-08-30,20,49.33
2014-08-30,21,49.33
2014-08-30,22,46.73
2014-08-30,23,46.73
2014-08-30,24,41.94
2014-08-30,25,41.94
2014-08-30,26,34.59
2014-08-30,27,34.59
2014-08-30,28,33.06
2014-08-30,29,33.06
2014-08-30,30,33.06
2014-08-30,31,33.06
2014-08-30,32,38.59
2014-08-30,33,38.59
2014-08-30,34,45.09
2014-08-30,35,45.09
2014-08-30,36,44.67
2014-08-30,37,44.67
2014-08-30,38,43.06
2014-08-30,39,43.06
2014-08-30,40,70.02
2014-08-30,41,70.02
2014-08-30,42,49.98
2014-08-30,43,49.98
2014-08-30,44,38.85
2014-08-30,45,38.85
2014-08-30,46,43
2014-08-30,47,43
2014-08-31,0,35
2014-08-31,1,35
2014-08-31,2,35
2014-08-31,3,35
2014-08-31,4,34.16
2014-08-31,5,34.16
2014-08-31,6,33.52
2014-08-31,7,33.52
2014-08-31,8,32.5
2014-08-31,9,32.5
2014-08-31,10,33.51
2014-08-31,11,33.51
2014-08-31,12,34.5
2014-08-31,13,34.5
2014-08-31,14,34.92
2014-08-31,15,34.92
2014-08-31,16,45
2014-08-31,17,45
2014-08-31,18,41
2014-08-31,19,41
2014-08-31,20,41.5
2014-08-31,21,41.5
2014-08-31,22,48.1
2014-08-31,23,48.1
2014-08-31,24,50
2014-08-31,25,50
2014-08-31,26,45
2014-08-31,27,45
2014-08-31,28,35.97
2014-08-31,29,35.97
2014-08-31,30,35.98
2014-08-31,31,35.98
2014-08-31,32,39
2014-08-31,33,39
2014-08-31,34,49.3
2014-08-31,35,49.3
2014-08-31,36,45.9
2014-08-31,37,45.9
2014-08-31,38,44.9
2014-08-31,39,44.9
2014-08-31,40,70
2014-08-31,41,70
2014-08-31,42,48.9
2014-08-31,43,48.9
2014-08-31,44,39.96
2014-08-31,45,39.96
2014-08-31,46,38.1
2014-08-31,47,38.1
2014-09-01,0,35.52
2014-09-01,1,35.52
2014-09-01,2,35.43
2014-09-01,3,35.43
2014-09-01,4,34.71
2014-09-01,5,34.71
2014-09-01,6,34.47
2014-09-01,7,34.47
2014-09-01,8,33
2014-09-01,9,33
2014-09-01,10,37
2014-09-01,11,37
2014-09-01,12,38.73
2014-09-01,13,38.73
2014-09-01,14,37.05
2014-09-01,15,37.05
2014-09-01,16,41.75
2014-09-01,17,41.75
2014-09-01,18,46.18
2014-09-01,19,46.18
2014-09-01,20,50.05
2014-09-01,21,50.05
2014-09-01,22,52
2014-09-01,23,52
2014-09-01,24,52
2014-09-01,25,52
2014-09-01,26,45.51
2014-09-01,27,45.51
2014-09-01,28,40.31
2014-09-01,29,40.31
2014-09-01,30,39.96
2014-09-01,31,39.96
2014-09-01,32,50
2014-09-01,33,50
2014-09-01,34,62
2014-09-01,35,62
2014-09-01,36,52.68
2014-09-01,37,52.68
2014-09-01,38,59.96
2014-09-01,39,59.96
2014-09-01,40,69.87
2014-09-01,41,69.87
2014-09-01,42,44.08
2014-09-01,43,44.08
2014-09-01,44,38
2014-09-01,45,38
2014-09-01,46,39.92
2014-09-01,47,39.92
2014-09-02,0,36.92
2014-09-02,1,36.92
2014-09-02,2,35.29
2014-09-02,3,35.29
2014-09-02,4,34.13
2014-09-02,5,34.13
2014-09-02,6,33.08
2014-09-02,7,33.08
2014-09-02,8,33.07
2014-09-02,9,33.07
2014-09-02,10,36.37
2014-09-02,11,36.37
2014-09-02,12,40.45
2014-09-02,13,40.45
2014-09-02,14,42.49
2014-09-02,15,42.49
2014-09-02,16,45.98
2014-09-02,17,45.98
2014-09-02,18,50.78
2014-09-02,19,50.78
2014-09-02,20,51.9
2014-09-02,21,51.9
2014-09-02,22,51.89
2014-09-02,23,51.89
2014-09-02,24,52.29
2014-09-02,25,52.29
2014-09-02,26,47.44
2014-09-02,27,47.44
2014-09-02,28,42.37
2014-09-02,29,42.37
2014-09-02,30,40.05
2014-09-02,31,40.05
2014-09-02,32,52.94
2014-09-02,33,52.94
2014-09-02,34,60.33
2014-09-02,35,60.33
2014-09-02,36,53.03
2014-09-02,37,53.03
2014-09-02,38,50.05
2014-09-02,39,50.05
2014-09-02,40,62
2014-09-02,41,62
2014-09-02,42,43.27
2014-09-02,43,43.27
2014-09-02,44,39.89
2014-09-02,45,39.89
2014-09-02,46,44.78
2014-09-02,47,44.78
2014-09-03,0,37.72
2014-09-03,1,37.72
2014-09-03,2,37.51
2014-09-03,3,37.51
2014-09-03,4,36.1
2014-09-03,5,36.1
2014-09-03,6,35.24
2014-09-03,7,35.24
2014-09-03,8,35.09
2014-09-03,9,35.09
2014-09-03,10,39.08
2014-09-03,11,39.08
2014-09-03,12,45.53
2014-09-03,13,45.53
2014-09-03,14,44.56
2014-09-03,15,44.56
2014-09-03,16,46.59
2014-09-03,17,46.59
2014-09-03,18,48.21
2014-09-03,19,48.21
2014-09-03,20,50.65
2014-09-03,21,50.65
2014-09-03,22,51.13
2014-09-03,23,51.13
2014-09-03,24,50.58
2014-09-03,25,50.58
2014-09-03,26,42.91
2014-09-03,27,42.91
2014-09-03,28,42.62
2014-09-03,29,42.62
2014-09-03,30,45.66
2014-09-03,31,45.66
2014-09-03,32,58.02
2014-09-03,33,58.02
2014-09-03,34,59.99
2014-09-03,35,59.99
2014-09-03,36,51.06
2014-09-03,37,51.06
2014-09-03,38,46.91
2014-09-03,39,46.91
2014-09-03,40,67.73
2014-09-03,41,67.73
2014-09-03,42,48.91
2014-09-03,43,48.91
2014-09-03,44,41.94
2014-09-03,45,41.94
2014-09-03,46,41.91
2014-09-03,47,41.91
2014-09-04,0,37.57
2014-09-04,1,37.57
2014-09-04,2,34.2
2014-09-04,3,34.2
2014-09-04,4,33.78
2014-09-04,5,33.78
2014-09-04,6,33.72
2014-09-04,7,33.72
2014-09-04,8,33.76
2014-09-04,9,33.76
2014-09-04,10,35.1
2014-09-04,11,35.1
2014-09-04,12,38.99
2014-09-04,13,38.99
2014-09-04,14,42.01
2014-09-04,15,42.01
2014-09-04,16,44.95
2014-09-04,17,44.95
2014-09-04,18,47.06
2014-09-04,19,47.06
2014-09-04,20,51.7
2014-09-04,21,51.7
2014-09-04,22,55.9
2014-09-04,23,55.9
2014-09-04,24,51.24
2014-09-04,25,51.24
2014-09-04,26,41.04
2014-09-04,27,41.04
2014-09-04,28,38.65
2014-09-04,29,38.65
2014-09-04,30,45.17
2014-09-04,31,45.17
2014-09-04,32,48.44
2014-09-04,33,48.44
2014-09-04,34,45.46
2014-09-04,35,45.46
2014-09-04,36,36.98
2014-09-04,37,36.98
2014-09-04,38,42.61
2014-09-04,39,42.61
2014-09-04,40,59.99
2014-09-04,41,59.99
2014-09-04,42,44.56
2014-09-04,43,44.56
2014-09-04,44,40.17
2014-09-04,45,40.17
2014-09-04,46,44.02
2014-09-04,47,44.02
2014-09-05,0,37.59
2014-09-05,1,37.59
2014-09-05,2,34.15
2014-09-05,3,34.15
2014-09-05,4,33.71
2014-09-05,5,33.71
2014-09-05,6,33.5
2014-09-05,7,33.5
2014-09-05,8,33.49
2014-09-05,9,33.49
2014-09-05,10,35.48
2014-09-05,11,35.48
2014-09-05,12,39.73
2014-09-05,13,39.73
2014-09-05,14,40.77
2014-09-05,15,40.77
2014-09-05,16,50.05
2014-09-05,17,50.05
2014-09-05,18,57.34
2014-09-05,19,57.34
2014-09-05,20,53.34
2014-09-05,21,53.34
2014-09-05,22,54.38
2014-09-05,23,54.38
2014-09-05,24,49.92
2014-09-05,25,49.92
2014-09-05,26,43.02
2014-09-05,27,43.02
2014-09-05,28,38.02
2014-09-05,29,38.02
2014-09-05,30,37.88
2014-09-05,31,37.88
2014-09-05,32,45.99
2014-09-05,33,45.99
2014-09-05,34,47.98
2014-09-05,35,47.98
2014-09-05,36,38.09
2014-09-05,37,38.09
2014-09-05,38,49
2014-09-05,39,49
2014-09-05,40,64.93
2014-09-05,41,64.93
2014-09-05,42,42.83
2014-09-05,43,42.83
2014-09-05,44,39.8
2014-09-05,45,39.8
2014-09-05,46,46.33
2014-09-05,47,46.33
2014-09-06,0,38.52
2014-09-06,1,38.52
2014-09-06,2,35.46
2014-09-06,3,35.46
2014-09-06,4,33.56
2014-09-06,5,33.56
2014-09-06,6,32.69
2014-09-06,7,32.69
2014-09-06,8,32.32
2014-09-06,9,32.32
2014-09-06,10,33.99
2014-09-06,11,33.99
2014-09-06,12,35.28
2014-09-06,13,35.28
2014-09-06,14,35.23
2014-09-06,15,35.23
2014-09-06,16,40.88
2014-09-06,17,40.88
2014-09-06,18,52.4
2014-09-06,19,52.4
2014-09-06,20,58.52
2014-09-06,21,58.52
2014-09-06,22,54.74
2014-09-06,23,54.74
2014-09-06,24,46.16
2014-09-06,25,46.16
2014-09-06,26,35.44
2014-09-06,27,35.44
2014-09-06,28,35.09
2014-09-06,29,35.09
2014-09-06,30,35.03
2014-09-06,31,35.03
2014-09-06,32,35.43
2014-09-06,33,35.43
2014-09-06,34,45.88
2014-09-06,35,45.88
2014-09-06,36,45.73
2014-09-06,37,45.73
2014-09-06,38,48.32
2014-09-06,39,48.32
2014-09-06,40,60.84
2014-09-06,41,60.84
2014-09-06,42,43.58
2014-09-06,43,43.58
2014-09-06,44,39.16
2014-09-06,45,39.16
2014-09-06,46,36.99
2014-09-06,47,36.99
2014-09-07,0,34.97
2014-09-07,1,34.97
2014-09-07,2,33.5
2014-09-07,3,33.5
2014-09-07,4,32.97
2014-09-07,5,32.97
2014-09-07,6,31.98
2014-09-07,7,31.98
2014-09-07,8,31.95
2014-09-07,9,31.95
2014-09-07,10,32.42
2014-09-07,11,32.42
2014-09-07,12,32.92
2014-09-07,13,32.92
2014-09-07,14,34
2014-09-07,15,34
2014-09-07,16,36.35
2014-09-07,17,36.35
2014-09-07,18,40.95
2014-09-07,19,40.95
2014-09-07,20,43.86
2014-09-07,21,43.86
2014-09-07,22,47
2014-09-07,23,47
2014-09-07,24,44.81
2014-09-07,25,44.81
2014-09-07,26,38.34
2014-09-07,27,38.34
2014-09-07,28,35.65
2014-09-07,29,35.65
2014-09-07,30,35.78
2014-09-07,31,35.78
2014-09-07,32,37.5
2014-09-07,33,37.5
2014-09-07,34,48
2014-09-07,35,48
2014-09-07,36,46
2014-09-07,37,46
2014-09-07,38,51
2014-09-07,39,51
2014-09-07,40,73.98
2014-09-07,41,73.98
2014-09-07,42,48.08
2014-09-07,43,48.08
2014-09-07,44,38.24
2014-09-07,45,38.24
2014-09-07,46,34.97
2014-09-07,47,34.97
2014-09-08,0,33.97
2014-09-08,1,33.97
2014-09-08,2,32.99
2014-09-08,3,32.99
2014-09-08,4,32.92
2014-09-08,5,32.92
2014-09-08,6,32.92
2014-09-08,7,32.92
2014-09-08,8,32.95
2014-09-08,9,32.95
2014-09-08,10,33.98
2014-09-08,11,33.98
2014-09-08,12,35.47
2014-09-08,13,35.47
2014-09-08,14,39.97
2014-09-08,15,39.97
2014-09-08,16,40.78
2014-09-08,17,40.78
2014-09-08,18,45
2014-09-08,19,45
2014-09-08,20,47.12
2014-09-08,21,47.12
2014-09-08,22,48.47
2014-09-08,23,48.47
2014-09-08,24,47.2
2014-09-08,25,47.2
2014-09-08,26,43
2014-09-08,27,43
2014-09-08,28,39
2014-09-08,29,39
2014-09-08,30,37.05
2014-09-08,31,37.05
2014-09-08,32,45.94
2014-09-08,33,45.94
2014-09-08,34,57.09
2014-09-08,35,57.09
2014-09-08,36,49.07
2014-09-08,37,49.07
2014-09-08,38,51.09
2014-09-08,39,51.09
2014-09-08,40,60.83
2014-09-08,41,60.83
2014-09-08,42,39.45
2014-09-08,43,39.45
2014-09-08,44,35.46
2014-09-08,45,35.46
2014-09-08,46,36.47
2014-09-08,47,36.47
2014-09-09,0,34.99
2014-09-09,1,34.99
2014-09-09,2,33.1
2014-09-09,3,33.1
2014-09-09,4,31.09
2014-09-09,5,31.09
2014-09-09,6,30.82
2014-09-09,7,30.82
2014-09-09,8,30.99
2014-09-09,9,30.99
2014-09-09,10,35.95
2014-09-09,11,35.95
2014-09-09,12,37.65
2014-09-09,13,37.65
2014-09-09,14,41.01
2014-09-09,15,41.01
2014-09-09,16,44.74
2014-09-09,17,44.74
2014-09-09,18,44.54
2014-09-09,19,44.54
2014-09-09,20,44
2014-09-09,21,44
2014-09-09,22,40.19
2014-09-09,23,40.19
2014-09-09,24,38
2014-09-09,25,38
2014-09-09,26,39.62
2014-09-09,27,39.62
2014-09-09,28,36.96
2014-09-09,29,36.96
2014-09-09,30,36.62
2014-09-09,31,36.62
2014-09-09,32,49.72
2014-09-09,33,49.72
2014-09-09,34,54.93
2014-09-09,35,54.93
2014-09-09,36,41.65
2014-09-09,37,41.65
2014-09-09,38,44.56
2014-09-09,39,44.56
2014-09-09,40,61.94
2014-09-09,41,61.94
2014-09-09,42,48.95
2014-09-09,43,48.95
2014-09-09,44,36.08
2014-09-09,45,36.08
2014-09-09,46,39.02
2014-09-09,47,39.02
2014-09-10,0,35.13
2014-09-10,1,35.13
2014-09-10,2,33.93
2014-09-10,3,33.93
2014-09-10,4,33.07
2014-09-10,5,33.07
2014-09-10,6,32.93
2014-09-10,7,32.93
2014-09-10,8,32.91
2014-09-10,9,32.91
2014-09-10,10,35.49
2014-09-10,11,35.49
2014-09-10,12,39.06
2014-09-10,13,39.06
2014-09-10,14,39.1
2014-09-10,15,39.1
2014-09-10,16,42.01
2014-09-10,17,42.01
2014-09-10,18,44.98
2014-09-10,19,44.98
2014-09-10,20,44.25
2014-09-10,21,44.25
2014-09-10,22,44
2014-09-10,23,44
2014-09-10,24,42.92
2014-09-10,25,42.92
2014-09-10,26,39.24
2014-09-10,27,39.24
2014-09-10,28,35.91
2014-09-10,29,35.91
2014-09-10,30,38.01
2014-09-10,31,38.01
2014-09-10,32,48.01
2014-09-10,33,48.01
2014-09-10,34,53.99
2014-09-10,35,53.99
2014-09-10,36,42
2014-09-10,37,42
2014-09-10,38,50.62
2014-09-10,39,50.62
2014-09-10,40,60.1
2014-09-10,41,60.1
2014-09-10,42,44.91
2014-09-10,43,44.91
2014-09-10,44,36.02
2014-09-10,45,36.02
2014-09-10,46,36.7
2014-09-10,47,36.7
2014-09-11,0,33.5
2014-09-11,1,33.5
2014-09-11,2,32.91
2014-09-11,3,32.91
2014-09-11,4,31.03
2014-09-11,5,31.03
2014-09-11,6,30.96
2014-09-11,7,30.96
2014-09-11,8,30.98
2014-09-11,9,30.98
2014-09-11,10,33.55
2014-09-11,11,33.55
2014-09-11,12,38.49
2014-09-11,13,38.49
2014-09-11,14,37.97
2014-09-11,15,37.97
2014-09-11,16,39.94
2014-09-11,17,39.94
2014-09-11,18,44
2014-09-11,19,44
2014-09-11,20,43.75
2014-09-11,21,43.75
2014-09-11,22,42.08
2014-09-11,23,42.08
2014-09-11,24,41.92
2014-09-11,25,41.92
2014-09-11,26,34.91
2014-09-11,27,34.91
2014-09-11,28,34.8
2014-09-11,29,34.8
2014-09-11,30,34.79
2014-09-11,31,34.79
2014-09-11,32,48.01
2014-09-11,33,48.01
2014-09-11,34,53.59
2014-09-11,35,53.59
2014-09-11,36,41.6
2014-09-11,37,41.6
2014-09-11,38,52.62
2014-09-11,39,52.62
2014-09-11,40,61.91
2014-09-11,41,61.91
2014-09-11,42,41.8
2014-09-11,43,41.8
2014-09-11,44,36.01
2014-09-11,45,36.01
2014-09-11,46,36.72
2014-09-11,47,36.72
2014-09-12,0,33.58
2014-09-12,1,33.58
2014-09-12,2,32.07
2014-09-12,3,32.07
2014-09-12,4,31.27
2014-09-12,5,31.27
2014-09-12,6,31.17
2014-09-12,7,31.17
2014-09-12,8,31.2
2014-09-12,9,31.2
2014-09-12,10,33.73
2014-09-12,11,33.73
2014-09-12,12,39.69
2014-09-12,13,39.69
2014-09-12,14,40.86
2014-09-12,15,40.86
2014-09-12,16,44.02
2014-09-12,17,44.02
2014-09-12,18,52.9
2014-09-12,19,52.9
2014-09-12,20,52.95
2014-09-12,21,52.95
2014-09-12,22,50.06
2014-09-12,23,50.06
2014-09-12,24,44.59
2014-09-12,25,44.59
2014-09-12,26,36.59
2014-09-12,27,36.59
2014-09-12,28,34.95
2014-09-12,29,34.95
2014-09-12,30,34.93
2014-09-12,31,34.93
2014-09-12,32,41.94
2014-09-12,33,41.94
2014-09-12,34,52
2014-09-12,35,52
2014-09-12,36,41.6
2014-09-12,37,41.6
2014-09-12,38,50.05
2014-09-12,39,50.05
2014-09-12,40,58.96
2014-09-12,41,58.96
2014-09-12,42,41.02
2014-09-12,43,41.02
2014-09-12,44,38
2014-09-12,45,38
2014-09-12,46,40.01
2014-09-12,47,40.01
2014-09-13,0,35.93
2014-09-13,1,35.93
2014-09-13,2,35.05
2014-09-13,3,35.05
2014-09-13,4,34.16
2014-09-13,5,34.16
2014-09-13,6,32.9
2014-09-13,7,32.9
2014-09-13,8,32.76
2014-09-13,9,32.76
2014-09-13,10,34.37
2014-09-13,11,34.37
2014-09-13,12,34.94
2014-09-13,13,34.94
2014-09-13,14,34.03
2014-09-13,15,34.03
2014-09-13,16,43.55
2014-09-13,17,43.55
2014-09-13,18,54.91
2014-09-13,19,54.91
2014-09-13,20,55.04
2014-09-13,21,55.04
2014-09-13,22,54.93
2014-09-13,23,54.93
2014-09-13,24,48.1
2014-09-13,25,48.1
2014-09-13,26,36.93
2014-09-13,27,36.93
2014-09-13,28,34.54
2014-09-13,29,34.54
2014-09-13,30,34.36
2014-09-13,31,34.36
2014-09-13,32,37.05
2014-09-13,33,37.05
2014-09-13,34,49
2014-09-13,35,49
2014-09-13,36,45.01
2014-09-13,37,45.01
2014-09-13,38,54.75
2014-09-13,39,54.75
2014-09-13,40,70.03
2014-09-13,41,70.03
2014-09-13,42,43.38
2014-09-13,43,43.38
2014-09-13,44,39.14
2014-09-13,45,39.14
2014-09-13,46,39.5
2014-09-13,47,39.5
2014-09-14,0,34.11
2014-09-14,1,34.11
2014-09-14,2,32.12
2014-09-14,3,32.12
2014-09-14,4,30.15
2014-09-14,5,30.15
2014-09-14,6,30.14
2014-09-14,7,30.14
2014-09-14,8,29.97
2014-09-14,9,29.97
2014-09-14,10,30
2014-09-14,11,30
2014-09-14,12,31
2014-09-14,13,31
2014-09-14,14,34.11
2014-09-14,15,34.11
2014-09-14,16,34.48
2014-09-14,17,34.48
2014-09-14,18,37
2014-09-14,19,37
2014-09-14,20,40
2014-09-14,21,40
2014-09-14,22,49.02
2014-09-14,23,49.02
2014-09-14,24,57.3
2014-09-14,25,57.3
2014-09-14,26,40
2014-09-14,27,40
2014-09-14,28,34.57
2014-09-14,29,34.57
2014-09-14,30,35
2014-09-14,31,35
2014-09-14,32,45.16
2014-09-14,33,45.16
2014-09-14,34,51.6
2014-09-14,35,51.6
2014-09-14,36,46.95
2014-09-14,37,46.95
2014-09-14,38,53.31
2014-09-14,39,53.31
2014-09-14,40,59.89
2014-09-14,41,59.89
2014-09-14,42,44.76
2014-09-14,43,44.76
2014-09-14,44,38
2014-09-14,45,38
2014-09-14,46,39
2014-09-14,47,39
2014-09-15,0,33.56
2014-09-15,1,33.56
2014-09-15,2,32.96
2014-09-15,3,32.96
2014-09-15,4,31.28
2014-09-15,5,31.28
2014-09-15,6,30.99
2014-09-15,7,30.99
2014-09-15,8,31.22
2014-09-15,9,31.22
2014-09-15,10,35.56
2014-09-15,11,35.56
2014-09-15,12,43.69
2014-09-15,13,43.69
2014-09-15,14,37.32
2014-09-15,15,37.32
2014-09-15,16,40.76
2014-09-15,17,40.76
2014-09-15,18,48.03
2014-09-15,19,48.03
2014-09-15,20,48.07
2014-09-15,21,48.07
2014-09-15,22,49.9
2014-09-15,23,49.9
2014-09-15,24,48.42
2014-09-15,25,48.42
