Date,Period,Day-Ahead Price
2013-05-11,0,36.17
2013-05-11,1,36.17
2013-05-11,2,35.91
2013-05-11,3,35.91
2013-05-11,4,35.8
2013-05-11,5,35.8
2013-05-11,6,33.96
2013-05-11,7,33.96
2013-05-11,8,33.11
2013-05-11,9,33.11
2013-05-11,10,32.34
2013-05-11,11,32.34
2013-05-11,12,34.05
2013-05-11,13,34.05
2013-05-11,14,39.91
2013-05-11,15,39.91
2013-05-11,16,44.91
2013-05-11,17,44.91
2013-05-11,18,54.98
2013-05-11,19,54.98
2013-05-11,20,58.97
2013-05-11,21,58.97
2013-05-11,22,57.92
2013-05-11,23,57.92
2013-05-11,24,54
2013-05-11,25,54
2013-05-11,26,52.96
2013-05-11,27,52.96
2013-05-11,28,46.03
2013-05-11,29,46.03
2013-05-11,30,43.01
2013-05-11,31,43.01
2013-05-11,32,45.98
2013-05-11,33,45.98
2013-05-11,34,51.97
2013-05-11,35,51.97
2013-05-11,36,53.36
2013-05-11,37,53.36
2013-05-11,38,46.93
2013-05-11,39,46.93
2013-05-11,40,47.99
2013-05-11,41,47.99
2013-05-11,42,52.02
2013-05-11,43,52.02
2013-05-11,44,47.86
2013-05-11,45,47.86
2013-05-11,46,43.31
2013-05-11,47,43.31
2013-05-12,0,34.6
2013-05-12,1,34.6
2013-05-12,2,34.61
2013-05-12,3,34.61
2013-05-12,4,33.64
2013-05-12,5,33.64
2013-05-12,6,32.99
2013-05-12,7,32.99
2013-05-12,8,32.89
2013-05-12,9,32.89
2013-05-12,10,25.73
2013-05-12,11,25.73
2013-05-12,12,29.01
2013-05-12,13,29.01
2013-05-12,14,35.44
2013-05-12,15,35.44
2013-05-12,16,39.96
2013-05-12,17,39.96
2013-05-12,18,42.85
2013-05-12,19,42.85
2013-05-12,20,43.1
2013-05-12,21,43.1
2013-05-12,22,44.84
2013-05-12,23,44.84
2013-05-12,24,54.51
2013-05-12,25,54.51
2013-05-12,26,50.02
2013-05-12,27,50.02
2013-05-12,28,43.09
2013-05-12,29,43.09
2013-05-12,30,43.02
2013-05-12,31,43.02
2013-05-12,32,43.52
2013-05-12,33,43.52
2013-05-12,34,54.6
2013-05-12,35,54.6
2013-05-12,36,54.97
2013-05-12,37,54.97
2013-05-12,38,51.04
2013-05-12,39,51.04
2013-05-12,40,53
2013-05-12,41,53
2013-05-12,42,53.29
2013-05-12,43,53.29
2013-05-12,44,46.93
2013-05-12,45,46.93
2013-05-12,46,37.93
2013-05-12,47,37.93
2013-05-13,0,33.01
2013-05-13,1,33.01
2013-05-13,2,33.04
2013-05-13,3,33.04
2013-05-13,4,30.82
2013-05-13,5,30.82
2013-05-13,6,28.61
2013-05-13,7,28.61
2013-05-13,8,27.66
2013-05-13,9,27.66
2013-05-13,10,32
2013-05-13,11,32
2013-05-13,12,43.56
2013-05-13,13,43.56
2013-05-13,14,43.03
2013-05-13,15,43.03
2013-05-13,16,53.94
2013-05-13,17,53.94
2013-05-13,18,57.03
2013-05-13,19,57.03
2013-05-13,20,59
2013-05-13,21,59
2013-05-13,22,55.08
2013-05-13,23,55.08
2013-05-13,24,55.03
2013-05-13,25,55.03
2013-05-13,26,46.52
2013-05-13,27,46.52
2013-05-13,28,45.14
2013-05-13,29,45.14
2013-05-13,30,45.04
2013-05-13,31,45.04
2013-05-13,32,49.91
2013-05-13,33,49.91
2013-05-13,34,57.21
2013-05-13,35,57.21
2013-05-13,36,47.38
2013-05-13,37,47.38
2013-05-13,38,45.96
2013-05-13,39,45.96
2013-05-13,40,45.15
2013-05-13,41,45.15
2013-05-13,42,52.95
2013-05-13,43,52.95
2013-05-13,44,45.09
2013-05-13,45,45.09
2013-05-13,46,36.87
2013-05-13,47,36.87
2013-05-14,0,32.9
2013-05-14,1,32.9
2013-05-14,2,32.89
2013-05-14,3,32.89
2013-05-14,4,31.97
2013-05-14,5,31.97
2013-05-14,6,30.48
2013-05-14,7,30.48
2013-05-14,8,30.48
2013-05-14,9,30.48
2013-05-14,10,33.08
2013-05-14,11,33.08
2013-05-14,12,38.46
2013-05-14,13,38.46
2013-05-14,14,44.02
2013-05-14,15,44.02
2013-05-14,16,52.02
2013-05-14,17,52.02
2013-05-14,18,52.78
2013-05-14,19,52.78
2013-05-14,20,58.05
2013-05-14,21,58.05
2013-05-14,22,55.08
2013-05-14,23,55.08
2013-05-14,24,52.73
2013-05-14,25,52.73
2013-05-14,26,50.57
2013-05-14,27,50.57
2013-05-14,28,49.06
2013-05-14,29,49.06
2013-05-14,30,51.71
2013-05-14,31,51.71
2013-05-14,32,59.41
2013-05-14,33,59.41
2013-05-14,34,58
2013-05-14,35,58
2013-05-14,36,49.06
2013-05-14,37,49.06
2013-05-14,38,50.45
2013-05-14,39,50.45
2013-05-14,40,48.06
2013-05-14,41,48.06
2013-05-14,42,51.95
2013-05-14,43,51.95
2013-05-14,44,46.07
2013-05-14,45,46.07
2013-05-14,46,45
2013-05-14,47,45
2013-05-15,0,35.08
2013-05-15,1,35.08
2013-05-15,2,35.61
2013-05-15,3,35.61
2013-05-15,4,35.07
2013-05-15,5,35.07
2013-05-15,6,34.03
2013-05-15,7,34.03
2013-05-15,8,33.9
2013-05-15,9,33.9
2013-05-15,10,32.77
2013-05-15,11,32.77
2013-05-15,12,37.93
2013-05-15,13,37.93
2013-05-15,14,45
2013-05-15,15,45
2013-05-15,16,52.93
2013-05-15,17,52.93
2013-05-15,18,56.09
2013-05-15,19,56.09
2013-05-15,20,59.94
2013-05-15,21,59.94
2013-05-15,22,64.72
2013-05-15,23,64.72
2013-05-15,24,62.59
2013-05-15,25,62.59
2013-05-15,26,50.3
2013-05-15,27,50.3
2013-05-15,28,48.09
2013-05-15,29,48.09
2013-05-15,30,45.07
2013-05-15,31,45.07
2013-05-15,32,60.05
2013-05-15,33,60.05
2013-05-15,34,57.06
2013-05-15,35,57.06
2013-05-15,36,50.09
2013-05-15,37,50.09
2013-05-15,38,52.03
2013-05-15,39,52.03
2013-05-15,40,49.96
2013-05-15,41,49.96
2013-05-15,42,51
2013-05-15,43,51
2013-05-15,44,46.02
2013-05-15,45,46.02
2013-05-15,46,48.01
2013-05-15,47,48.01
2013-05-16,0,36.06
2013-05-16,1,36.06
2013-05-16,2,36.5
2013-05-16,3,36.5
2013-05-16,4,36.05
2013-05-16,5,36.05
2013-05-16,6,35.91
2013-05-16,7,35.91
2013-05-16,8,35.94
2013-05-16,9,35.94
2013-05-16,10,36.33
2013-05-16,11,36.33
2013-05-16,12,52.05
2013-05-16,13,52.05
2013-05-16,14,45.91
2013-05-16,15,45.91
2013-05-16,16,52.96
2013-05-16,17,52.96
2013-05-16,18,64.74
2013-05-16,19,64.74
2013-05-16,20,64.67
2013-05-16,21,64.67
2013-05-16,22,65.81
2013-05-16,23,65.81
2013-05-16,24,63.63
2013-05-16,25,63.63
2013-05-16,26,55.91
2013-05-16,27,55.91
2013-05-16,28,51.02
2013-05-16,29,51.02
2013-05-16,30,48.55
2013-05-16,31,48.55
2013-05-16,32,59.99
2013-05-16,33,59.99
2013-05-16,34,52.95
2013-05-16,35,52.95
2013-05-16,36,46.03
2013-05-16,37,46.03
2013-05-16,38,52.96
2013-05-16,39,52.96
2013-05-16,40,51.58
2013-05-16,41,51.58
2013-05-16,42,57.4
2013-05-16,43,57.4
2013-05-16,44,47.96
2013-05-16,45,47.96
2013-05-16,46,49.98
2013-05-16,47,49.98
2013-05-17,0,44.05
2013-05-17,1,44.05
2013-05-17,2,44.37
2013-05-17,3,44.37
2013-05-17,4,44.04
2013-05-17,5,44.04
2013-05-17,6,43
2013-05-17,7,43
2013-05-17,8,39.1
2013-05-17,9,39.1
2013-05-17,10,37.93
2013-05-17,11,37.93
2013-05-17,12,52.99
2013-05-17,13,52.99
2013-05-17,14,47.91
2013-05-17,15,47.91
2013-05-17,16,58.67
2013-05-17,17,58.67
2013-05-17,18,66.45
2013-05-17,19,66.45
2013-05-17,20,72.96
2013-05-17,21,72.96
2013-05-17,22,69.68
2013-05-17,23,69.68
2013-05-17,24,66.02
2013-05-17,25,66.02
2013-05-17,26,58.02
2013-05-17,27,58.02
2013-05-17,28,50.09
2013-05-17,29,50.09
2013-05-17,30,49.9
2013-05-17,31,49.9
2013-05-17,32,63.51
2013-05-17,33,63.51
2013-05-17,34,55.01
2013-05-17,35,55.01
2013-05-17,36,47.01
2013-05-17,37,47.01
2013-05-17,38,52.06
2013-05-17,39,52.06
2013-05-17,40,51.79
2013-05-17,41,51.79
2013-05-17,42,56.93
2013-05-17,43,56.93
2013-05-17,44,50.49
2013-05-17,45,50.49
2013-05-17,46,53.94
2013-05-17,47,53.94
2013-05-18,0,52.96
2013-05-18,1,52.96
2013-05-18,2,52.94
2013-05-18,3,52.94
2013-05-18,4,45.1
2013-05-18,5,45.1
2013-05-18,6,41.9
2013-05-18,7,41.9
2013-05-18,8,38.52
2013-05-18,9,38.52
2013-05-18,10,36.07
2013-05-18,11,36.07
2013-05-18,12,42.45
2013-05-18,13,42.45
2013-05-18,14,39.99
2013-05-18,15,39.99
2013-05-18,16,47.99
2013-05-18,17,47.99
2013-05-18,18,66.42
2013-05-18,19,66.42
2013-05-18,20,72.95
2013-05-18,21,72.95
2013-05-18,22,69.96
2013-05-18,23,69.96
2013-05-18,24,64.9
2013-05-18,25,64.9
2013-05-18,26,52.41
2013-05-18,27,52.41
2013-05-18,28,44.97
2013-05-18,29,44.97
2013-05-18,30,44.03
2013-05-18,31,44.03
2013-05-18,32,44.94
2013-05-18,33,44.94
2013-05-18,34,56.01
2013-05-18,35,56.01
2013-05-18,36,65.88
2013-05-18,37,65.88
2013-05-18,38,51.93
2013-05-18,39,51.93
2013-05-18,40,51.07
2013-05-18,41,51.07
2013-05-18,42,57.05
2013-05-18,43,57.05
2013-05-18,44,51.93
2013-05-18,45,51.93
2013-05-18,46,49.08
2013-05-18,47,49.08
2013-05-19,0,38.41
2013-05-19,1,38.41
2013-05-19,2,42.5
2013-05-19,3,42.5
2013-05-19,4,74.92
2013-05-19,5,74.92
2013-05-19,6,37.92
2013-05-19,7,37.92
2013-05-19,8,35.03
2013-05-19,9,35.03
2013-05-19,10,32.85
2013-05-19,11,32.85
2013-05-19,12,33.06
2013-05-19,13,33.06
2013-05-19,14,41.32
2013-05-19,15,41.32
2013-05-19,16,41.97
2013-05-19,17,41.97
2013-05-19,18,48.54
2013-05-19,19,48.54
2013-05-19,20,59.97
2013-05-19,21,59.97
2013-05-19,22,75
2013-05-19,23,75
2013-05-19,24,109.64
2013-05-19,25,109.64
2013-05-19,26,55.97
2013-05-19,27,55.97
2013-05-19,28,49.98
2013-05-19,29,49.98
2013-05-19,30,44.03
2013-05-19,31,44.03
2013-05-19,32,45.06
2013-05-19,33,45.06
2013-05-19,34,75
2013-05-19,35,75
2013-05-19,36,60.09
2013-05-19,37,60.09
2013-05-19,38,56.84
2013-05-19,39,56.84
2013-05-19,40,57.03
2013-05-19,41,57.03
2013-05-19,42,75
2013-05-19,43,75
2013-05-19,44,48.97
2013-05-19,45,48.97
2013-05-19,46,51
2013-05-19,47,51
2013-05-20,0,39.07
2013-05-20,1,39.07
2013-05-20,2,37.32
2013-05-20,3,37.32
2013-05-20,4,38.09
2013-05-20,5,38.09
2013-05-20,6,36.41
2013-05-20,7,36.41
2013-05-20,8,35
2013-05-20,9,35
2013-05-20,10,36.09
2013-05-20,11,36.09
2013-05-20,12,40.08
2013-05-20,13,40.08
2013-05-20,14,50.09
2013-05-20,15,50.09
2013-05-20,16,54.93
2013-05-20,17,54.93
2013-05-20,18,68.06
2013-05-20,19,68.06
2013-05-20,20,70.09
2013-05-20,21,70.09
2013-05-20,22,68.95
2013-05-20,23,68.95
2013-05-20,24,74.93
2013-05-20,25,74.93
2013-05-20,26,61.03
2013-05-20,27,61.03
2013-05-20,28,55.05
2013-05-20,29,55.05
2013-05-20,30,47.05
2013-05-20,31,47.05
2013-05-20,32,55.02
2013-05-20,33,55.02
2013-05-20,34,58.08
2013-05-20,35,58.08
2013-05-20,36,52.01
2013-05-20,37,52.01
2013-05-20,38,50.99
2013-05-20,39,50.99
2013-05-20,40,46.09
2013-05-20,41,46.09
2013-05-20,42,49.98
2013-05-20,43,49.98
2013-05-20,44,43.91
2013-05-20,45,43.91
2013-05-20,46,47.45
2013-05-20,47,47.45
2013-05-21,0,38.05
2013-05-21,1,38.05
2013-05-21,2,37.88
2013-05-21,3,37.88
2013-05-21,4,37.04
2013-05-21,5,37.04
2013-05-21,6,37
2013-05-21,7,37
2013-05-21,8,35.08
2013-05-21,9,35.08
2013-05-21,10,35.57
2013-05-21,11,35.57
2013-05-21,12,44.91
2013-05-21,13,44.91
2013-05-21,14,48.09
2013-05-21,15,48.09
2013-05-21,16,56
2013-05-21,17,56
2013-05-21,18,61.95
2013-05-21,19,61.95
2013-05-21,20,65.08
2013-05-21,21,65.08
2013-05-21,22,65.04
2013-05-21,23,65.04
2013-05-21,24,60.06
2013-05-21,25,60.06
2013-05-21,26,53.51
2013-05-21,27,53.51
2013-05-21,28,50.24
2013-05-21,29,50.24
2013-05-21,30,51.92
2013-05-21,31,51.92
2013-05-21,32,61.94
2013-05-21,33,61.94
2013-05-21,34,56.82
2013-05-21,35,56.82
2013-05-21,36,47.96
2013-05-21,37,47.96
2013-05-21,38,52.06
2013-05-21,39,52.06
2013-05-21,40,50.78
2013-05-21,41,50.78
2013-05-21,42,53.26
2013-05-21,43,53.26
2013-05-21,44,49.27
2013-05-21,45,49.27
2013-05-21,46,49.91
2013-05-21,47,49.91
2013-05-22,0,37.95
2013-05-22,1,37.95
2013-05-22,2,36.41
2013-05-22,3,36.41
2013-05-22,4,36
2013-05-22,5,36
2013-05-22,6,35.34
2013-05-22,7,35.34
2013-05-22,8,35.02
2013-05-22,9,35.02
2013-05-22,10,36.07
2013-05-22,11,36.07
2013-05-22,12,49.4
2013-05-22,13,49.4
2013-05-22,14,50
2013-05-22,15,50
2013-05-22,16,61.82
2013-05-22,17,61.82
2013-05-22,18,62.94
2013-05-22,19,62.94
2013-05-22,20,62.4
2013-05-22,21,62.4
2013-05-22,22,63.96
2013-05-22,23,63.96
2013-05-22,24,59.66
2013-05-22,25,59.66
2013-05-22,26,53.47
2013-05-22,27,53.47
2013-05-22,28,49.68
2013-05-22,29,49.68
2013-05-22,30,49.05
2013-05-22,31,49.05
2013-05-22,32,60
2013-05-22,33,60
2013-05-22,34,53.98
2013-05-22,35,53.98
2013-05-22,36,49.06
2013-05-22,37,49.06
2013-05-22,38,53.02
2013-05-22,39,53.02
2013-05-22,40,50.07
2013-05-22,41,50.07
2013-05-22,42,52.05
2013-05-22,43,52.05
2013-05-22,44,41.93
2013-05-22,45,41.93
2013-05-22,46,49.94
2013-05-22,47,49.94
2013-05-23,0,39.95
2013-05-23,1,39.95
2013-05-23,2,37.05
2013-05-23,3,37.05
2013-05-23,4,36.01
2013-05-23,5,36.01
2013-05-23,6,35.09
2013-05-23,7,35.09
2013-05-23,8,34.46
2013-05-23,9,34.46
2013-05-23,10,35.59
2013-05-23,11,35.59
2013-05-23,12,48.52
2013-05-23,13,48.52
2013-05-23,14,47
2013-05-23,15,47
2013-05-23,16,57.94
2013-05-23,17,57.94
2013-05-23,18,60.08
2013-05-23,19,60.08
2013-05-23,20,60.48
2013-05-23,21,60.48
2013-05-23,22,58
2013-05-23,23,58
2013-05-23,24,57.95
2013-05-23,25,57.95
2013-05-23,26,57
2013-05-23,27,57
2013-05-23,28,56.02
2013-05-23,29,56.02
2013-05-23,30,53.61
2013-05-23,31,53.61
2013-05-23,32,64.91
2013-05-23,33,64.91
2013-05-23,34,58.09
2013-05-23,35,58.09
2013-05-23,36,53.66
2013-05-23,37,53.66
2013-05-23,38,54.09
2013-05-23,39,54.09
2013-05-23,40,53.95
2013-05-23,41,53.95
2013-05-23,42,64.91
2013-05-23,43,64.91
2013-05-23,44,51.94
2013-05-23,45,51.94
2013-05-23,46,49.95
2013-05-23,47,49.95
2013-05-24,0,39.99
2013-05-24,1,39.99
2013-05-24,2,38.09
2013-05-24,3,38.09
2013-05-24,4,37.51
2013-05-24,5,37.51
2013-05-24,6,36.34
2013-05-24,7,36.34
2013-05-24,8,35.51
2013-05-24,9,35.51
2013-05-24,10,36.37
2013-05-24,11,36.37
2013-05-24,12,58.43
2013-05-24,13,58.43
2013-05-24,14,53.57
2013-05-24,15,53.57
2013-05-24,16,57.38
2013-05-24,17,57.38
2013-05-24,18,59.99
2013-05-24,19,59.99
2013-05-24,20,61.64
2013-05-24,21,61.64
2013-05-24,22,66.17
2013-05-24,23,66.17
2013-05-24,24,60.46
2013-05-24,25,60.46
2013-05-24,26,57.97
2013-05-24,27,57.97
2013-05-24,28,51.92
2013-05-24,29,51.92
2013-05-24,30,49.07
2013-05-24,31,49.07
2013-05-24,32,60.05
2013-05-24,33,60.05
2013-05-24,34,55.01
2013-05-24,35,55.01
2013-05-24,36,54.07
2013-05-24,37,54.07
2013-05-24,38,54.09
2013-05-24,39,54.09
2013-05-24,40,51.84
2013-05-24,41,51.84
2013-05-24,42,56.91
2013-05-24,43,56.91
2013-05-24,44,50.36
2013-05-24,45,50.36
2013-05-24,46,53.94
2013-05-24,47,53.94
2013-05-25,0,50.09
2013-05-25,1,50.09
2013-05-25,2,46.58
2013-05-25,3,46.58
2013-05-25,4,45.41
2013-05-25,5,45.41
2013-05-25,6,44.04
2013-05-25,7,44.04
2013-05-25,8,39.92
2013-05-25,9,39.92
2013-05-25,10,39
2013-05-25,11,39
2013-05-25,12,44.59
2013-05-25,13,44.59
2013-05-25,14,44.02
2013-05-25,15,44.02
2013-05-25,16,48.07
2013-05-25,17,48.07
2013-05-25,18,63.26
2013-05-25,19,63.26
2013-05-25,20,74.91
2013-05-25,21,74.91
2013-05-25,22,74.9
2013-05-25,23,74.9
2013-05-25,24,65.03
2013-05-25,25,65.03
2013-05-25,26,55.95
2013-05-25,27,55.95
2013-05-25,28,50.05
2013-05-25,29,50.05
2013-05-25,30,45.42
2013-05-25,31,45.42
2013-05-25,32,50
2013-05-25,33,50
2013-05-25,34,60.01
2013-05-25,35,60.01
2013-05-25,36,57.44
2013-05-25,37,57.44
2013-05-25,38,52.05
2013-05-25,39,52.05
2013-05-25,40,50.09
2013-05-25,41,50.09
2013-05-25,42,55.05
2013-05-25,43,55.05
2013-05-25,44,50.67
2013-05-25,45,50.67
2013-05-25,46,48.98
2013-05-25,47,48.98
2013-05-26,0,46.92
2013-05-26,1,46.92
2013-05-26,2,45.48
2013-05-26,3,45.48
2013-05-26,4,45.42
2013-05-26,5,45.42
2013-05-26,6,42.92
2013-05-26,7,42.92
2013-05-26,8,38.05
2013-05-26,9,38.05
2013-05-26,10,34.46
2013-05-26,11,34.46
2013-05-26,12,41.91
2013-05-26,13,41.91
2013-05-26,14,40.99
2013-05-26,15,40.99
2013-05-26,16,42.92
2013-05-26,17,42.92
2013-05-26,18,45.96
2013-05-26,19,45.96
2013-05-26,20,59.92
2013-05-26,21,59.92
2013-05-26,22,60.99
2013-05-26,23,60.99
2013-05-26,24,62.93
2013-05-26,25,62.93
2013-05-26,26,55.78
2013-05-26,27,55.78
2013-05-26,28,47.91
2013-05-26,29,47.91
2013-05-26,30,46.03
2013-05-26,31,46.03
2013-05-26,32,49.05
2013-05-26,33,49.05
2013-05-26,34,52.06
2013-05-26,35,52.06
2013-05-26,36,51.99
2013-05-26,37,51.99
2013-05-26,38,48.99
2013-05-26,39,48.99
2013-05-26,40,49
2013-05-26,41,49
2013-05-26,42,52.06
2013-05-26,43,52.06
2013-05-26,44,48.96
2013-05-26,45,48.96
2013-05-26,46,49.5
2013-05-26,47,49.5
2013-05-27,0,37.52
2013-05-27,1,37.52
2013-05-27,2,35.64
2013-05-27,3,35.64
2013-05-27,4,32.9
2013-05-27,5,32.9
2013-05-27,6,32.75
2013-05-27,7,32.75
2013-05-27,8,30.05
2013-05-27,9,30.05
2013-05-27,10,31.92
2013-05-27,11,31.92
2013-05-27,12,40.94
2013-05-27,13,40.94
2013-05-27,14,39.93
2013-05-27,15,39.93
2013-05-27,16,45.27
2013-05-27,17,45.27
2013-05-27,18,49.81
2013-05-27,19,49.81
2013-05-27,20,50.97
2013-05-27,21,50.97
2013-05-27,22,49.95
2013-05-27,23,49.95
2013-05-27,24,47.65
2013-05-27,25,47.65
2013-05-27,26,43.4
2013-05-27,27,43.4
2013-05-27,28,39.94
2013-05-27,29,39.94
2013-05-27,30,37.5
2013-05-27,31,37.5
2013-05-27,32,39.94
2013-05-27,33,39.94
2013-05-27,34,53.22
2013-05-27,35,53.22
2013-05-27,36,55.02
2013-05-27,37,55.02
2013-05-27,38,55.01
2013-05-27,39,55.01
2013-05-27,40,55.01
2013-05-27,41,55.01
2013-05-27,42,54.29
2013-05-27,43,54.29
2013-05-27,44,51.02
2013-05-27,45,51.02
2013-05-27,46,47.93
2013-05-27,47,47.93
2013-05-28,0,36.08
2013-05-28,1,36.08
2013-05-28,2,35.01
2013-05-28,3,35.01
2013-05-28,4,34.93
2013-05-28,5,34.93
2013-05-28,6,33.34
2013-05-28,7,33.34
2013-05-28,8,33
2013-05-28,9,33
2013-05-28,10,33.51
2013-05-28,11,33.51
2013-05-28,12,46.92
2013-05-28,13,46.92
2013-05-28,14,44.54
2013-05-28,15,44.54
2013-05-28,16,51.13
2013-05-28,17,51.13
2013-05-28,18,55
2013-05-28,19,55
2013-05-28,20,56.94
2013-05-28,21,56.94
2013-05-28,22,56.95
2013-05-28,23,56.95
2013-05-28,24,55.57
2013-05-28,25,55.57
2013-05-28,26,57.86
2013-05-28,27,57.86
2013-05-28,28,51.1
2013-05-28,29,51.1
2013-05-28,30,50
2013-05-28,31,50
2013-05-28,32,56.63
2013-05-28,33,56.63
2013-05-28,34,55.07
2013-05-28,35,55.07
2013-05-28,36,50.67
2013-05-28,37,50.67
2013-05-28,38,55.07
2013-05-28,39,55.07
2013-05-28,40,51.97
2013-05-28,41,51.97
2013-05-28,42,52.49
2013-05-28,43,52.49
2013-05-28,44,46.55
2013-05-28,45,46.55
2013-05-28,46,47.5
2013-05-28,47,47.5
2013-05-29,0,39.5
2013-05-29,1,39.5
2013-05-29,2,38.05
2013-05-29,3,38.05
2013-05-29,4,37.51
2013-05-29,5,37.51
2013-05-29,6,36.57
2013-05-29,7,36.57
2013-05-29,8,35.56
2013-05-29,9,35.56
2013-05-29,10,36.19
2013-05-29,11,36.19
2013-05-29,12,48.04
2013-05-29,13,48.04
2013-05-29,14,49.63
2013-05-29,15,49.63
2013-05-29,16,52.95
2013-05-29,17,52.95
2013-05-29,18,59.56
2013-05-29,19,59.56
2013-05-29,20,60.64
2013-05-29,21,60.64
2013-05-29,22,58.5
2013-05-29,23,58.5
2013-05-29,24,56.3
2013-05-29,25,56.3
2013-05-29,26,58.17
2013-05-29,27,58.17
2013-05-29,28,49.63
2013-05-29,29,49.63
2013-05-29,30,49.98
2013-05-29,31,49.98
2013-05-29,32,58
2013-05-29,33,58
2013-05-29,34,55.41
2013-05-29,35,55.41
2013-05-29,36,48.26
2013-05-29,37,48.26
2013-05-29,38,54.91
2013-05-29,39,54.91
2013-05-29,40,50.97
2013-05-29,41,50.97
2013-05-29,42,55.02
2013-05-29,43,55.02
2013-05-29,44,47.5
2013-05-29,45,47.5
2013-05-29,46,50.09
2013-05-29,47,50.09
2013-05-30,0,41.36
2013-05-30,1,41.36
2013-05-30,2,38.57
2013-05-30,3,38.57
2013-05-30,4,38.07
2013-05-30,5,38.07
2013-05-30,6,37.32
2013-05-30,7,37.32
2013-05-30,8,36.5
2013-05-30,9,36.5
2013-05-30,10,37.9
2013-05-30,11,37.9
2013-05-30,12,46.98
2013-05-30,13,46.98
2013-05-30,14,47.96
2013-05-30,15,47.96
2013-05-30,16,53.96
2013-05-30,17,53.96
2013-05-30,18,54.93
2013-05-30,19,54.93
2013-05-30,20,58.86
2013-05-30,21,58.86
2013-05-30,22,63.3
2013-05-30,23,63.3
2013-05-30,24,63.37
2013-05-30,25,63.37
2013-05-30,26,60.05
2013-05-30,27,60.05
2013-05-30,28,54.59
2013-05-30,29,54.59
2013-05-30,30,49.08
2013-05-30,31,49.08
2013-05-30,32,64.9
2013-05-30,33,64.9
2013-05-30,34,60.05
2013-05-30,35,60.05
2013-05-30,36,58
2013-05-30,37,58
2013-05-30,38,54.93
2013-05-30,39,54.93
2013-05-30,40,50.02
2013-05-30,41,50.02
2013-05-30,42,55.02
2013-05-30,43,55.02
2013-05-30,44,49.8
2013-05-30,45,49.8
2013-05-30,46,50.09
2013-05-30,47,50.09
2013-05-31,0,43.31
2013-05-31,1,43.31
2013-05-31,2,40.5
2013-05-31,3,40.5
2013-05-31,4,38.05
2013-05-31,5,38.05
2013-05-31,6,37.37
2013-05-31,7,37.37
2013-05-31,8,36.5
2013-05-31,9,36.5
2013-05-31,10,37.45
2013-05-31,11,37.45
2013-05-31,12,46.95
2013-05-31,13,46.95
2013-05-31,14,44.64
2013-05-31,15,44.64
2013-05-31,16,53.94
2013-05-31,17,53.94
2013-05-31,18,65.03
2013-05-31,19,65.03
2013-05-31,20,72.74
2013-05-31,21,72.74
2013-05-31,22,68.08
2013-05-31,23,68.08
2013-05-31,24,62.06
2013-05-31,25,62.06
2013-05-31,26,56.54
2013-05-31,27,56.54
2013-05-31,28,49.59
2013-05-31,29,49.59
2013-05-31,30,48.06
2013-05-31,31,48.06
2013-05-31,32,58.45
2013-05-31,33,58.45
2013-05-31,34,53.99
2013-05-31,35,53.99
2013-05-31,36,48.42
2013-05-31,37,48.42
2013-05-31,38,55.4
2013-05-31,39,55.4
2013-05-31,40,49.81
2013-05-31,41,49.81
2013-05-31,42,55.03
2013-05-31,43,55.03
2013-05-31,44,50.56
2013-05-31,45,50.56
2013-05-31,46,55.97
2013-05-31,47,55.97
2013-06-01,0,54.94
2013-06-01,1,54.94
2013-06-01,2,54.92
2013-06-01,3,54.92
2013-06-01,4,54.91
2013-06-01,5,54.91
2013-06-01,6,47.91
2013-06-01,7,47.91
2013-06-01,8,44.5
2013-06-01,9,44.5
2013-06-01,10,38.55
2013-06-01,11,38.55
2013-06-01,12,49.03
2013-06-01,13,49.03
2013-06-01,14,47.01
2013-06-01,15,47.01
2013-06-01,16,53.44
2013-06-01,17,53.44
2013-06-01,18,65.96
2013-06-01,19,65.96
2013-06-01,20,74.92
2013-06-01,21,74.92
2013-06-01,22,72.95
2013-06-01,23,72.95
2013-06-01,24,65.92
2013-06-01,25,65.92
2013-06-01,26,51.95
2013-06-01,27,51.95
2013-06-01,28,45.55
2013-06-01,29,45.55
2013-06-01,30,46.09
2013-06-01,31,46.09
2013-06-01,32,56.06
2013-06-01,33,56.06
2013-06-01,34,65.01
2013-06-01,35,65.01
2013-06-01,36,55.08
2013-06-01,37,55.08
2013-06-01,38,50.91
2013-06-01,39,50.91
2013-06-01,40,49.08
2013-06-01,41,49.08
2013-06-01,42,64.3
2013-06-01,43,64.3
2013-06-01,44,51.95
2013-06-01,45,51.95
2013-06-01,46,55.43
2013-06-01,47,55.43
2013-06-02,0,59.92
2013-06-02,1,59.92
2013-06-02,2,59.93
2013-06-02,3,59.93
2013-06-02,4,59.9
2013-06-02,5,59.9
2013-06-02,6,45.01
2013-06-02,7,45.01
2013-06-02,8,38.09
2013-06-02,9,38.09
2013-06-02,10,33.98
2013-06-02,11,33.98
2013-06-02,12,35.08
2013-06-02,13,35.08
2013-06-02,14,36
2013-06-02,15,36
2013-06-02,16,45.02
2013-06-02,17,45.02
2013-06-02,18,50.44
2013-06-02,19,50.44
2013-06-02,20,60.63
2013-06-02,21,60.63
2013-06-02,22,70.08
2013-06-02,23,70.08
2013-06-02,24,74.91
2013-06-02,25,74.91
2013-06-02,26,56.7
2013-06-02,27,56.7
2013-06-02,28,49.06
