Date,Period,SSP,SBP
2013-09-23,11,38.77,57.23487
2013-09-23,12,40.73,55
2013-09-23,13,52,58.9803
2013-09-23,14,51.83,59.50941
2013-09-23,15,53.04,64.00104
2013-09-23,16,55.07,138.98776
2013-09-23,17,53.18,127.44268
2013-09-23,18,50.71,63.71
2013-09-23,19,60.97,100.77985
2013-09-23,20,68.22,132.26854
2013-09-23,21,73.72,133.8117
2013-09-23,22,74.61,124.74582
2013-09-23,23,67.6,107.75558
2013-09-23,24,68.83,70.87869
2013-09-23,25,68.09,84.59139
2013-09-23,26,69.92,70.33686
2013-09-23,27,61.2,66.17
2013-09-23,28,57.74,65
2013-09-23,29,42.4,57.99
2013-09-23,30,53.32,65.58481
2013-09-23,31,42.35527,49.38
2013-09-23,32,42.36372,47.46
2013-09-23,33,42.31343,53.92
2013-09-23,34,53.38,68.78642
2013-09-23,35,60.16,79.11016
2013-09-23,36,59.96,75.67064
2013-09-23,37,58.79,81.28
2013-09-23,38,59.86,113.69826
2013-09-23,39,79.34,109.7113
2013-09-23,40,90.5,103.61143
2013-09-23,41,62.56905,62.56905
2013-09-23,42,42.40735,65.29
2013-09-23,43,42.46,50.59
2013-09-23,44,50.46,61.24
2013-09-23,45,51.71,61.24
2013-09-23,46,50.15,61.24
2013-09-23,47,49.32,61.12646
2013-09-23,48,50.62,60.58393
2013-09-24,1,39.6,59.85057
2013-09-24,2,38.73,60.13125
2013-09-24,3,36.84,60.18198
2013-09-24,4,36.93,60.24752
2013-09-24,5,36.57,58.61665
2013-09-24,6,36.33,58.20521
2013-09-24,7,35.58,57.89987
2013-09-24,8,35.52,57.6174
2013-09-24,9,35.9,57.54237
2013-09-24,10,33.66,55.42099
2013-09-24,11,46.97,55.58112
2013-09-24,12,45.82,58.28661
2013-09-24,13,54.07,63.46628
2013-09-24,14,49.95,60.60333
2013-09-24,15,54.13,61.09289
2013-09-24,16,58.82,74.69866
2013-09-24,17,60.84,75.85
2013-09-24,18,63.4,72.96
2013-09-24,19,66.6,69.17102
2013-09-24,20,59.12756,59.12756
2013-09-24,21,43.02252,63.35
2013-09-24,22,42.38486,60.46
2013-09-24,23,42.49598,53.12
2013-09-24,24,42.5,53.04
2013-09-24,25,52.98,54.1
2013-09-24,26,51.71,54.2
2013-09-24,27,47.71,53.47823
2013-09-24,28,47.64,53
2013-09-24,29,47.7,53
2013-09-24,30,42.51,47.44
2013-09-24,31,42.50865,49.77
2013-09-24,32,47.86,53
2013-09-24,33,48.7,58.18083
2013-09-24,34,49.32,78.61596
2013-09-24,35,51.84,117.43893
2013-09-24,36,51.93,128.89829
2013-09-24,37,53.15,149.04411
2013-09-24,38,57.33,157.24018
2013-09-24,39,73.17,157.63857
2013-09-24,40,79.56,149.47612
2013-09-24,41,74.79,100.71684
2013-09-24,42,42.50735,66.93
2013-09-24,43,42.49335,54.71
2013-09-24,44,42.47579,53.46
2013-09-24,45,42.48006,52.16
2013-09-24,46,42.48926,51.93
2013-09-24,47,49.74,62.95
2013-09-24,48,52.85,62.95
2013-09-25,1,46.16,55.49
2013-09-25,2,47.89,55.49
2013-09-25,3,42.48,56.99733
2013-09-25,4,43.57,55.49
2013-09-25,5,44.17,55.49
2013-09-25,6,44.28,55.49
2013-09-25,7,34,41.11
2013-09-25,8,41.14,55.49
2013-09-25,9,40.87,55.49
2013-09-25,10,39.8,55.49
2013-09-25,11,48.25,55.49
2013-09-25,12,47.14,55.49
2013-09-25,13,53.18,58.37533
2013-09-25,14,53.11,64.09167
2013-09-25,15,42.50721,58.23
2013-09-25,16,60.76,83.15762
2013-09-25,17,63.94,95.70518
2013-09-25,18,64.19,95.94609
2013-09-25,19,69.04,89.05361
2013-09-25,20,71.57,88.69525
2013-09-25,21,71.42,82.1342
2013-09-25,22,71.82,79.39247
2013-09-25,23,65.12,75.62449
2013-09-25,24,66.51,78.77281
2013-09-25,25,65.8,75.6182
2013-09-25,26,68.84,69.64533
2013-09-25,27,66.06,69.51897
2013-09-25,28,65.34,71.07745
2013-09-25,29,63.47,81.24247
2013-09-25,30,63.66,68.41379
2013-09-25,31,60.37,67.18957
2013-09-25,32,61.36,77.43635
2013-09-25,33,61.51,72.14059
2013-09-25,34,65.35,99.36372
2013-09-25,35,70.22,86.90564
2013-09-25,36,72.77,72.86591
2013-09-25,37,74.57,81.63219
2013-09-25,38,74.88334,74.88334
2013-09-25,39,75.71,88.61184
2013-09-25,40,42.65186,79.85
2013-09-25,41,42.56702,69.32
2013-09-25,42,42.65602,61.03
2013-09-25,43,42.58211,54.37
2013-09-25,44,42.47,55.47
2013-09-25,45,42.46519,52.28
2013-09-25,46,50.26,64.5
2013-09-25,47,46.02,63
2013-09-25,48,35,44.64
2013-09-26,1,33.77937,41.85
2013-09-26,2,32.71149,38.49
2013-09-26,3,31.74859,34.84
2013-09-26,4,31.18146,34.75
2013-09-26,5,30.00217,34.48
2013-09-26,6,28.7707,34.52
2013-09-26,7,30.84772,32.9
2013-09-26,8,29.58696,32.68
2013-09-26,9,28.54644,32.45
2013-09-26,10,29.98083,31.85
2013-09-26,11,41.35,52
2013-09-26,12,33.50159,42.1
2013-09-26,13,48.27,63.04423
2013-09-26,14,48.66,64.54263
2013-09-26,15,50.7,73.39272
2013-09-26,16,49.62,77.96113
2013-09-26,17,41.36979,48.5
2013-09-26,18,42.33499,51.41
2013-09-26,19,61.46,74.97213
2013-09-26,20,64.61,74.72
2013-09-26,21,61.82,72.31277
2013-09-26,22,62.47,71.02
2013-09-26,23,42.31967,58.59
2013-09-26,24,42.30138,58.64
2013-09-26,25,42.38046,58.5
2013-09-26,26,42.47806,58.33
2013-09-26,27,42.48359,57.12
2013-09-26,28,42.41493,56.9
2013-09-26,29,42.41697,56.67
2013-09-26,30,42.35631,55.66
2013-09-26,31,42.57521,54.61
2013-09-26,32,42.64858,55.2
2013-09-26,33,42.74799,56.24
2013-09-26,34,42.97567,56.38
2013-09-26,35,42.55271,61.76
2013-09-26,36,42.54102,59.71
2013-09-26,37,42.89642,60.58
2013-09-26,38,42.96261,61.52
2013-09-26,39,63.51,101.46163
2013-09-26,40,64.5,102.89707
2013-09-26,41,42.97623,60.01
2013-09-26,42,42.71369,55.88
2013-09-26,43,56.59,62.5
2013-09-26,44,55.24,62.5
2013-09-26,45,41.70633,57.11
2013-09-26,46,40.9469,53.79
2013-09-26,47,37.61974,50.78
2013-09-26,48,40.8,50.79
2013-09-27,1,34.78893,41.21
2013-09-27,2,35,40.1
2013-09-27,3,37.91,54.36282
2013-09-27,4,37.35,56.48821
2013-09-27,5,33.04039,37.06
2013-09-27,6,32.73558,36.66
2013-09-27,7,32.71506,35.52
2013-09-27,8,32.72523,35.05
2013-09-27,9,32.7458,35.22
2013-09-27,10,33.38481,35.11
2013-09-27,11,33.01937,42.61
2013-09-27,12,33.17885,44.67
2013-09-27,13,54.07,62.94254
2013-09-27,14,42.2183,51.49
2013-09-27,15,42.44543,60.11
2013-09-27,16,73.02,77.73701
2013-09-27,17,43.45053,74.65
2013-09-27,18,42.44841,74.44
2013-09-27,19,42.50132,64.47
2013-09-27,20,41.48179,64.37
2013-09-27,21,41.82393,61.89
2013-09-27,22,41.97006,60.81
2013-09-27,23,42.9,52.7
2013-09-27,24,51.83,66.86678
2013-09-27,25,50.77,70.10311
2013-09-27,26,42.9,49.99
2013-09-27,27,42.29922,47.93
2013-09-27,28,41.85865,46.94
2013-09-27,29,42.81223,47.38
2013-09-27,30,42.76264,46.88
2013-09-27,31,42.70927,51.29
2013-09-27,32,42.62016,49.66
2013-09-27,33,42.80598,50.91
2013-09-27,34,42.84732,52.61
2013-09-27,35,42.53512,57.97
2013-09-27,36,42.40552,57.81
2013-09-27,37,42.67405,56.85
2013-09-27,38,42.86625,57.12
2013-09-27,39,42.74207,61.32
2013-09-27,40,42.67864,61.07
2013-09-27,41,42.60961,55.58
2013-09-27,42,42.74264,53.37
2013-09-27,43,42.77773,53.78
2013-09-27,44,42.79233,52.2
2013-09-27,45,42.5,51.79
2013-09-27,46,41.91642,52.46
2013-09-27,47,41.81142,52.98
2013-09-27,48,53.69,63.95
2013-09-28,1,38,50.52
2013-09-28,2,47.68,53.23912
2013-09-28,3,40.26,58.69119
2013-09-28,4,39.49,59.2955
2013-09-28,5,38.97,60.07295
2013-09-28,6,38.89,55.97961
2013-09-28,7,35.88,54.593
2013-09-28,8,33.0131,35.35
2013-09-28,9,32.77461,35.04
2013-09-28,10,31.04734,35.13
2013-09-28,11,31.73466,35.02
2013-09-28,12,32.71643,34.15
2013-09-28,13,31.94036,37.03
2013-09-28,14,32.7132,38.36
2013-09-28,15,45.07606,46.28
2013-09-28,16,47.55,70.69
2013-09-28,17,48.5,74.94865
2013-09-28,18,49.02,72.79958
2013-09-28,19,68.14,79.6545
2013-09-28,20,69.58,81.21556
2013-09-28,21,71.36,82.00544
2013-09-28,22,72.24,72.24
2013-09-28,23,40.9583,75.76
2013-09-28,24,42.19023,71.42
2013-09-28,25,45,63.63
2013-09-28,26,40.48033,60.25
2013-09-28,27,40.0216,44.25
2013-09-28,28,36.87703,44.12
2013-09-28,29,37.44093,42.71
2013-09-28,30,35.33457,42.84
2013-09-28,31,35.10454,41.97
2013-09-28,32,33.76555,41.55
2013-09-28,33,37.56541,41.73
2013-09-28,34,39.89627,42.01
2013-09-28,35,47.32,57.08518
2013-09-28,36,45.13,67.54929
2013-09-28,37,46.43,69.28
2013-09-28,38,47.89,90.17063
2013-09-28,39,72.38,97.48181
2013-09-28,40,41.48083,72.23
2013-09-28,41,41.37992,56.81
2013-09-28,42,53.68,55.21163
2013-09-28,43,50.06,59.5
2013-09-28,44,50.54,59.5
2013-09-28,45,47.99,59.54979
2013-09-28,46,40.74029,46.71
2013-09-28,47,34.37882,44.5
2013-09-28,48,34.35815,41.31
2013-09-29,1,24.34082,33.32
2013-09-29,2,19.7686,31.99
2013-09-29,3,24.37987,33.6
2013-09-29,4,21.67377,32.93
2013-09-29,5,26.9872,32.15
2013-09-29,6,27.09514,29.76
2013-09-29,7,28.81315,28.81315
2013-09-29,8,28.89429,28.89429
2013-09-29,9,28.44812,28.44812
2013-09-29,10,27.67489,27.67489
2013-09-29,11,27.58478,27.58478
2013-09-29,12,27.73436,27.73436
2013-09-29,13,28.31569,28.31569
2013-09-29,14,29.67421,29.67421
2013-09-29,15,30.8,54.69917
2013-09-29,16,35.84923,35.84923
2013-09-29,17,33.1883,35.86
2013-09-29,18,35.77585,36.39
2013-09-29,19,37.65973,42.44
2013-09-29,20,38.61109,43.03
2013-09-29,21,40.06526,43.17
2013-09-29,22,40.15519,43.87
2013-09-29,23,39.78769,51.77
2013-09-29,24,39.7401,52.61
2013-09-29,25,39.08614,53.28
2013-09-29,26,37.92119,53.04
2013-09-29,27,39.05842,47.29
2013-09-29,28,37.4091,46.28
2013-09-29,29,37.88396,45.46
2013-09-29,30,38.13922,45.07
2013-09-29,31,38.08517,43.06
2013-09-29,32,38.08079,42.74
2013-09-29,33,38.10927,42.64
2013-09-29,34,36.74754,42.45
2013-09-29,35,37.11546,44.49
2013-09-29,36,37.39397,44.68
2013-09-29,37,38.60955,44.17
2013-09-29,38,39.00378,48.23
2013-09-29,39,39.9192,79.73
2013-09-29,40,38.85758,79.32
2013-09-29,41,38.83293,67.09
2013-09-29,42,39.30497,64.86
2013-09-29,43,40.11605,50.98
2013-09-29,44,38.66634,51.16
2013-09-29,45,35.67675,47.8
2013-09-29,46,34.81788,46.06
2013-09-29,47,33.6252,37.61
2013-09-29,48,32.99616,32.99616
2013-09-30,1,34.81717,34.81717
2013-09-30,2,33.37568,33.37568
2013-09-30,3,32.81,32.81
2013-09-30,4,29.62583,31.37
2013-09-30,5,29.95665,30.17
2013-09-30,6,29.81,53.21
2013-09-30,7,29.13,53.21
2013-09-30,8,41.05218,41.05218
2013-09-30,9,42.09947,42.09947
2013-09-30,10,39.93868,39.93868
2013-09-30,11,32.53,53.59068
2013-09-30,12,37.40885,37.40885
2013-09-30,13,43.9,60.55428
2013-09-30,14,44.89,61.48763
2013-09-30,15,38.60798,51.22
2013-09-30,16,39.55085,50.61
2013-09-30,17,39.63422,51.25
2013-09-30,18,40.22821,50.22
2013-09-30,19,40.46524,52.18
2013-09-30,20,40.52748,52.38
2013-09-30,21,37.68819,52.2
2013-09-30,22,37.6046,51.24
2013-09-30,23,38.59092,47.81
2013-09-30,24,39.23303,46.51
2013-09-30,25,38.85906,46.55
2013-09-30,26,38.91059,46.2
2013-09-30,27,40.16927,42.83
2013-09-30,28,40.27521,42.88
2013-09-30,29,39.14906,42.61
2013-09-30,30,37.59423,42.5
2013-09-30,31,37.83593,42.31
2013-09-30,32,39.27199,42.12
2013-09-30,33,38.32089,42.65
2013-09-30,34,41.35,42.43
2013-09-30,35,47.66601,47.66601
2013-09-30,36,39.57687,41.49
2013-09-30,37,41.5,70.70753
2013-09-30,38,43.11,77.09
2013-09-30,39,39.54879,65.59
2013-09-30,40,39.41184,65.88
2013-09-30,41,39.38423,53.76
2013-09-30,42,39.95269,52.71
2013-09-30,43,39.73018,48.37
2013-09-30,44,47.16,59.10371
2013-09-30,45,45.3,62.55301
2013-09-30,46,42.1,62.06918
2013-09-30,47,36.62,62.96939
2013-09-30,48,36.46,61.28645
2013-10-01,1,35.44,60.14966
2013-10-01,2,36.07,59.62504
2013-10-01,3,36.64328,37.24
2013-10-01,4,30.5691,37.92
2013-10-01,5,29.14585,37.7
2013-10-01,6,29.51247,37.59
2013-10-01,7,29.40681,35.89
2013-10-01,8,30.19113,36.35
2013-10-01,9,29.84144,35.36
2013-10-01,10,31.64733,35.19
2013-10-01,11,47.39,61.2582
2013-10-01,12,41.67,60.95
2013-10-01,13,46.97,62.43967
2013-10-01,14,50.56,62.09875
2013-10-01,15,35.86774,59.89
2013-10-01,16,39.35188,58.79
2013-10-01,17,39.29041,56.81
2013-10-01,18,39.67979,58.47
2013-10-01,19,39.95699,51.81
2013-10-01,20,39.77191,49.48
2013-10-01,21,39.79013,48.7
2013-10-01,22,39.44864,50.18
2013-10-01,23,39.33548,45.17
2013-10-01,24,37.11798,45.01
2013-10-01,25,38.42492,45.35
2013-10-01,26,37.13438,45.66
2013-10-01,27,37.64678,44.48
2013-10-01,28,37.21,43.21
2013-10-01,29,43.92,63.94144
2013-10-01,30,42.99,63.94355
2013-10-01,31,43.42,63.94135
2013-10-01,32,43.47,63.94776
2013-10-01,33,44.27,67.36395
2013-10-01,34,47.94,74.08317
2013-10-01,35,54.86,74.67444
2013-10-01,36,45,60.34
2013-10-01,37,40.83752,66.87
2013-10-01,38,69.56,91.18862
2013-10-01,39,78.13,88.65534
2013-10-01,40,38.01445,68.72
2013-10-01,41,36.42831,56.33
2013-10-01,42,36.24979,55.58
2013-10-01,43,46.83,62
2013-10-01,44,37.02657,46.92
2013-10-01,45,35.57905,45.84
2013-10-01,46,34.61221,46.35
2013-10-01,47,32.73839,38.22
2013-10-01,48,31.57624,35.07
2013-10-02,1,30.38552,33.01
2013-10-02,2,28.55272,32.77
2013-10-02,3,28.19251,32.76
2013-10-02,4,28.20705,32.85
2013-10-02,5,28.11938,33.02
2013-10-02,6,27.58756,32.42
2013-10-02,7,27.32641,32.61
2013-10-02,8,28.0286,32.61
2013-10-02,9,27.21778,31.95
2013-10-02,10,28.1814,31.03
2013-10-02,11,36.75628,37.43
2013-10-02,12,31.59642,33.25
2013-10-02,13,31.74988,43.49
2013-10-02,14,46.14,63.86912
2013-10-02,15,50.84,65.8245
2013-10-02,16,52.39,75.45792
2013-10-02,17,52.55,78.05
2013-10-02,18,52.4,75.16
2013-10-02,19,51.5,73.35
2013-10-02,20,51.41,73.80524
2013-10-02,21,50.94,72.1266
2013-10-02,22,51.3,70.63384
2013-10-02,23,50.12,68.47949
2013-10-02,24,49.51,66.93185
2013-10-02,25,48.86,67.33145
2013-10-02,26,52.43,67.20283
2013-10-02,27,52.37,67.92499
2013-10-02,28,51.97,65.65087
2013-10-02,29,51.52,66.90622
2013-10-02,30,48.77,66.88863
2013-10-02,31,54.24,66.78199
2013-10-02,32,59.65,74.19647
2013-10-02,33,59.36,75.5283
2013-10-02,34,59.44,92.22619
2013-10-02,35,65.04,88.37097
2013-10-02,36,62.11,87.35326
2013-10-02,37,64.18,92.91871
2013-10-02,38,67.93,100.63479
2013-10-02,39,72.59,93.66666
2013-10-02,40,40.28121,72.47
2013-10-02,41,40.23972,59.45
2013-10-02,42,40.32927,55.38
2013-10-02,43,48.83,60.67543
2013-10-02,44,48.34,60.32361
2013-10-02,45,40.50137,46.43
2013-10-02,46,40.40041,45.41
2013-10-02,47,34,40.33
2013-10-02,48,41.07,60.46111
2013-10-03,1,32.44015,34.37
2013-10-03,2,31.33401,33.75
2013-10-03,3,33.19,50.71679
2013-10-03,4,33.06,52.69667
2013-10-03,5,32.49,52.62
2013-10-03,6,29.19358,32.13
2013-10-03,7,29.77215,32.07
2013-10-03,8,31.81,52.62
2013-10-03,9,29.72241,32.18
2013-10-03,10,29.16343,31.82
2013-10-03,11,41.59,58.38198
2013-10-03,12,38.8,65.13623
2013-10-03,13,41.54,62.13002
2013-10-03,14,43.12,65.85787
2013-10-03,15,53.27,61.04432
2013-10-03,16,55.51,61.64059
2013-10-03,17,60.23,72.17542
2013-10-03,18,59.32,65.8119
2013-10-03,19,67.09,67.82502
2013-10-03,20,63.3,69.52504
2013-10-03,21,63.37,67.94841
2013-10-03,22,66.45,70.10698
2013-10-03,23,68.56,69.57518
2013-10-03,24,64.2346,64.2346
2013-10-03,25,65.32589,65.32589
2013-10-03,26,68.17,69.73509
2013-10-03,27,62.22,69.24214
2013-10-03,28,62.23,68.00776
2013-10-03,29,64.3,68.20501
2013-10-03,30,64.83,66.31823
2013-10-03,31,66.62643,66.62643
2013-10-03,32,62.16504,62.16504
2013-10-03,33,63.04788,63.04788
2013-10-03,34,70.54987,70.54987
2013-10-03,35,59.75689,59.75689
2013-10-03,36,70.71719,70.71719
2013-10-03,37,75.03,79.84868
2013-10-03,38,78.93,98.96358
2013-10-03,39,79.67,99.90167
2013-10-03,40,71.82,91.05374
2013-10-03,41,63.77,79.64553
2013-10-03,42,63.05,72.475
2013-10-03,43,51.39,70.31891
2013-10-03,44,50.06,66.82306
2013-10-03,45,49.88,66.08521
2013-10-03,46,48.96,64.72768
2013-10-03,47,45.99,66.47344
2013-10-03,48,44.42,67.61103
2013-10-04,1,38.46,60.81001
2013-10-04,2,36.84,59.3222
2013-10-04,3,38.47,58.51396
2013-10-04,4,39.71,60.91448
2013-10-04,5,37.92,59.31224
2013-10-04,6,36.32,58.20082
2013-10-04,7,35.94,55.61679
2013-10-04,8,35.63,55.64934
2013-10-04,9,36.01,55.96
2013-10-04,10,36.27,55.96
2013-10-04,11,44.37,55.96
2013-10-04,12,34.11213,38.59
2013-10-04,13,54.34,61.87728
2013-10-04,14,52.77,63.91991
2013-10-04,15,52.42,58.55266
2013-10-04,16,53.1,82.52356
2013-10-04,17,53.45,90.2675
2013-10-04,18,54.11,95.92548
2013-10-04,19,60.9,101.8025
2013-10-04,20,62.12,90.50834
2013-10-04,21,68.35,84.26494
2013-10-04,22,72.91,82.63243
2013-10-04,23,71.83,78.64075
2013-10-04,24,72.2354,72.2354
2013-10-04,25,70.57,70.57
2013-10-04,26,67.04,70.66
2013-10-04,27,62.62,70.43808
2013-10-04,28,41.41266,61.82
2013-10-04,29,41.43497,58.77
2013-10-04,30,42.1,55.86
2013-10-04,31,42.1,47.66
2013-10-04,32,42.1,46.38
2013-10-04,33,40.2764,45.65
2013-10-04,34,41.5,45.99
2013-10-04,35,40.94705,51.83
2013-10-04,36,41.69674,49.07
2013-10-04,37,40.15423,53.76
2013-10-04,38,40.83565,64.52
2013-10-04,39,78.87,90.2193
2013-10-04,40,61.22,79.23804
2013-10-04,41,56.1,76.90991
2013-10-04,42,58,83.81829
2013-10-04,43,53.85,83.06643
2013-10-04,44,53.05,62.52778
2013-10-04,45,52.42,64.13446
2013-10-04,46,54.52,61.46981
2013-10-04,47,47.16,61.15969
2013-10-04,48,48.01,62.28279
2013-10-05,1,45.73,62.29644
2013-10-05,2,34.5,43.7
2013-10-05,3,38.19,60.49522
2013-10-05,4,37.81,59.07726
2013-10-05,5,37.9,55.46637
2013-10-05,6,37.57,54.61227
2013-10-05,7,35.17,54
2013-10-05,8,34,35.1
2013-10-05,9,33.73,54.48155
2013-10-05,10,33.55,54.39127
2013-10-05,11,33.75365,33.75365
2013-10-05,12,35.79,56.76305
2013-10-05,13,33.86386,40.2
2013-10-05,14,33.42515,42.87
2013-10-05,15,33.96229,41.23
2013-10-05,16,39.24541,42.03
2013-10-05,17,47.87,56.6
2013-10-05,18,42,54.81
2013-10-05,19,68.4,68.4
2013-10-05,20,67.37233,67.37233
2013-10-05,21,67.30539,67.30539
2013-10-05,22,65.69,65.69
2013-10-05,23,63.55,64.92
2013-10-05,24,63.86,63.86
2013-10-05,25,43.37998,62.78
2013-10-05,26,41.04805,57.15
2013-10-05,27,42,50.27
2013-10-05,28,47.32,63
2013-10-05,29,47.34,63
2013-10-05,30,41.1,48.03
2013-10-05,31,39.25132,43.68
2013-10-05,32,38.20205,43.65
2013-10-05,33,37.88242,43.36
2013-10-05,34,40.92185,43.79
2013-10-05,35,41.47509,53.38
2013-10-05,36,55.37,78.93
2013-10-05,37,59.47,85.44
2013-10-05,38,82.31,92.63897
2013-10-05,39,91.7,97.39454
2013-10-05,40,85.73,88.07439
2013-10-05,41,42.14376,71.03
2013-10-05,42,40.66984,60.65
2013-10-05,43,41.13852,51.7
2013-10-05,44,40.6023,51.12
2013-10-05,45,41.1,50.22
2013-10-05,46,40.80777,49.18
2013-10-05,47,37.74087,40.41
2013-10-05,48,35.62747,35.79
2013-10-06,1,37.10631,37.10631
2013-10-06,2,32.59587,33.99
2013-10-06,3,35.64589,36.94
2013-10-06,4,31.82079,34.74
2013-10-06,5,30.45349,32.53
2013-10-06,6,28.44416,31.65
2013-10-06,7,28.43833,30.35
2013-10-06,8,28.58978,29.96
2013-10-06,9,28.81847,30.19
2013-10-06,10,28.72855,30.38
2013-10-06,11,28.62786,30.38
2013-10-06,12,28.88406,28.88406
2013-10-06,13,30.54202,33.28
2013-10-06,14,33.45,33.45
2013-10-06,15,32.0046,36.2
2013-10-06,16,32.57294,34.33
2013-10-06,17,33.97974,39.26
2013-10-06,18,34.70629,40.1
2013-10-06,19,35.35502,47.9
2013-10-06,20,39.20673,46.85
2013-10-06,21,44.34,60.62283
2013-10-06,22,44.23,58.45351
2013-10-06,23,38,43.98
2013-10-06,24,37.94937,44.02
2013-10-06,25,39.73377,44.94
2013-10-06,26,37.03861,44.48
2013-10-06,27,37.59111,44.49
2013-10-06,28,27.8335,43.16
2013-10-06,29,39.09364,42.99
2013-10-06,30,37.62398,42.52
2013-10-06,31,35.97408,41.79
2013-10-06,32,35.94509,40.69
2013-10-06,33,36.62461,40.59
2013-10-06,34,38.82854,42.98
2013-10-06,35,39.58712,47.55
2013-10-06,36,39.23436,48.09
2013-10-06,37,41.22395,55.72
2013-10-06,38,84.68213,84.68213
2013-10-06,39,83,92.96528
2013-10-06,40,75.45,89.13
2013-10-06,41,41.63105,64.3
2013-10-06,42,40.44713,63.94
2013-10-06,43,39.85509,60.71
2013-10-06,44,38.81439,60.49
2013-10-06,45,36.48832,58.2
2013-10-06,46,34.07148,54.72
2013-10-06,47,33.60486,35.14
2013-10-06,48,34.16,54
2013-10-07,1,26.16376,32.8
2013-10-07,2,26.6166,32.03
2013-10-07,3,31.95,31.95
2013-10-07,4,28.14,52.25158
2013-10-07,5,26.97,52.48366
2013-10-07,6,28.7,28.7
2013-10-07,7,26.31,51.66583
2013-10-07,8,25.92,51.5
2013-10-07,9,32.66551,32.66551
2013-10-07,10,30.08508,30.08508
2013-10-07,11,35.34,50.36691
2013-10-07,12,32.04884,36.48
2013-10-07,13,47.53,61.28908
2013-10-07,14,47.65,63.03569
2013-10-07,15,52.13,63.33424
2013-10-07,16,52.05,80.44328
2013-10-07,17,61.81,78.79621
2013-10-07,18,64.11,75.27946
2013-10-07,19,64.81,68.56482
2013-10-07,20,65.75,72.47102
2013-10-07,21,65.06,67.91041
2013-10-07,22,64.57,70.04
2013-10-07,23,54.73138,54.73138
2013-10-07,24,55.79,67.86
2013-10-07,25,55.58,65.11
2013-10-07,26,39.35554,54.95
2013-10-07,27,36.42483,53.08
2013-10-07,28,35.37322,52.99
2013-10-07,29,40.63669,52.54
2013-10-07,30,40.62649,52.13
2013-10-07,31,40.624,50.92
2013-10-07,32,49.53,59.43724
2013-10-07,33,50.48,52.65697
2013-10-07,34,40.72388,52.37
2013-10-07,35,40.91579,56.32
2013-10-07,36,44.15626,55.55
2013-10-07,37,56.44,75.86624
2013-10-07,38,66.23,84.32644
2013-10-07,39,41.03479,59.79
2013-10-07,40,40.97216,52.06
2013-10-07,41,40.90908,51.4
2013-10-07,42,39.51564,50.34
2013-10-07,43,40.87256,49.19
2013-10-07,44,47.31,61.5
2013-10-07,45,35.88119,45.66
2013-10-07,46,33.09195,44.25
2013-10-07,47,32.86621,40.93
2013-10-07,48,34.39314,34.39314
2013-10-08,1,42.18231,42.18231
2013-10-08,2,30,30
2013-10-08,3,50,50
2013-10-08,4,28.17,52.33001
2013-10-08,5,28.15,52.19572
2013-10-08,6,50,50
2013-10-08,7,48.06122,48.06122
2013-10-08,8,28.65,28.65
2013-10-08,9,29.19,29.19
2013-10-08,10,35.77949,35.77949
2013-10-08,11,44.45,56.36794
2013-10-08,12,44.49,58.52363
2013-10-08,13,54.72,57.97051
2013-10-08,14,54.28,58.777
2013-10-08,15,39.63339,49.71
2013-10-08,16,41.84844,56.1
2013-10-08,17,66.35,76.57
2013-10-08,18,65.09,73.68
2013-10-08,19,71.03027,71.03027
2013-10-08,20,67.59804,67.59804
2013-10-08,21,41.58124,70.3
2013-10-08,22,41.58166,70.28
2013-10-08,23,41.40663,58.82
2013-10-08,24,41.5071,57.85
2013-10-08,25,41.46802,55.64
2013-10-08,26,41.39867,55.2
2013-10-08,27,41.28001,53.37
2013-10-08,28,41.2431,53.51
2013-10-08,29,54.64,59.56083
2013-10-08,30,54.42,63.92135
2013-10-08,31,41.09138,53.4
2013-10-08,32,54.18,62.17227
2013-10-08,33,55.65,64.24754
2013-10-08,34,56.32,67.26
2013-10-08,35,56.13,68.48169
2013-10-08,36,56.91,74.13639
2013-10-08,37,56.92,90.15349
2013-10-08,38,61.36,97.68447
2013-10-08,39,64.35,94.61164
2013-10-08,40,41.04498,62.36
2013-10-08,41,41.17606,57.79
2013-10-08,42,40.88948,53.7
2013-10-08,43,40.96866,49.13
2013-10-08,44,41,48.81
2013-10-08,45,48.11,56
2013-10-08,46,40.84407,47.12
2013-10-08,47,35.81125,42.75
2013-10-08,48,34.27729,40.67
2013-10-09,1,30.82333,35.07
2013-10-09,2,29.46,51.9
2013-10-09,3,49.07394,49.07394
2013-10-09,4,31.95,31.95
2013-10-09,5,32.45162,32.45162
2013-10-09,6,40,40
2013-10-09,7,32.45954,32.45954
2013-10-09,8,29.87407,29.87407
2013-10-09,9,29.97861,29.97861
2013-10-09,10,30.61224,30.61224
2013-10-09,11,34.43598,48.22
2013-10-09,12,32.88055,45.61
2013-10-09,13,34.18487,53.56
2013-10-09,14,37.69279,57.02
2013-10-09,15,38.11291,56.12
2013-10-09,16,40.0384,62.11
2013-10-09,17,40.83252,61.96
2013-10-09,18,40.27025,63.18
2013-10-09,19,39.88984,63.03
2013-10-09,20,39.7613,58.28
2013-10-09,21,39.61856,53.41
2013-10-09,22,39.74042,52.24
2013-10-09,23,39.87023,46.19
2013-10-09,24,39.92884,45.94
2013-10-09,25,39.96367,45.66
2013-10-09,26,39.95306,44.92
2013-10-09,27,43.91,55.17
